,neighbhood,nameAr,lat,lng,types,rating,user_ratings_total,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,isSuccessful,neighbhood_id,CompNum
80,tuwaiq,طويق,24.5621785,46.5327225,Restaurants,3,390,True,True,0,20,7,4,5,2,0,94,7
81,dhahrat namar,ظهرة نمار,24.5647722,46.6290161,Coffee,3,245,True,True,1,20,13,5,12,3,0,27,25
82,an nasim al gharbi,النسيم الغربي,24.7476922,46.8437633,Restaurants,4,389,True,True,0,20,8,9,4,2,0,85,12
83,taibah,طيبة,24.5594707,46.8473668,Restaurants,4,559,True,True,0,20,5,4,0,7,0,118,4
84,al falah,الفلاح,24.7970292,46.7066944,Coffee,4,247,True,True,1,20,20,17,19,8,1,94,19
85,al ulaya,العليا,24.6964796,46.6942542,Restaurants,4,377,True,True,0,20,20,20,20,2,1,14,28
86,al yasmin,الياسمين,24.8016373,46.6262867,Coffee,4,666,True,True,0,20,20,20,20,6,1,59,13
87,an narjis,النرجس,24.811915,46.6464021,Restaurants,4,247,True,True,1,20,20,17,11,3,1,60,19
88,al masani,المصانع,24.5872222,46.7616667,Restaurants,3,1190,True,True,0,20,11,9,18,3,0,33,25
89,al jazirah,الجزيرة,24.6614584,46.7873244,Coffee,4,251,True,False,1,19,6,7,1,1,0,81,6
90,al masani,المصانع,24.5916426,46.7587146,Coffee,4,252,False,True,1,20,14,10,16,4,0,83,29
91,ash shifa,الشفا,24.5714019,46.6988322,Coffee,4,1097,True,True,0,20,5,8,3,9,0,89,16
92,ar rawdah,الروضة,24.7327854,46.77355670000001,Restaurants,3,376,True,True,0,20,17,12,8,11,0,60,38
93,al mahdiyah,المهدية,24.6379184,46.5470511,Restaurants,3,760,True,True,0,20,14,6,15,1,0,24,20
94,ar rawdah,الروضة,24.7504076,46.78548989999999,Coffee,3,252,True,True,1,20,8,9,5,8,0,48,24
95,ishbiliyah,اشبيلية,24.7885437,46.7890777,Coffee,4,252,True,True,1,20,18,13,18,6,1,58,21
96,az zahrah,الزهرة,24.5795978,46.6595593,Coffee,4,253,True,True,1,20,6,3,3,4,0,21,15
97,al izdihar,الازدهار,24.7815574,46.7306219,Coffee,4,254,True,True,1,20,18,12,20,5,0,24,24
98,al yasmin,الياسمين,24.8046448,46.6257536,Restaurants,4,254,True,True,1,20,20,20,20,5,1,33,14
99,al ulaya,العليا,24.6867221,46.68892229999999,Coffee,4,255,False,True,1,20,20,20,20,8,1,89,24
100,an nasim al gharbi,النسيم الغربي,24.750503,46.822195,Coffee,4,376,True,True,0,20,18,13,11,3,0,102,16
101,thulaim,ثليم,24.6407679,46.7212244,Restaurants,4,255,True,True,1,20,20,20,18,14,1,93,22
102,al ulaya,العليا,24.6929726,46.6746366,Restaurants,4,375,True,True,0,20,20,20,20,4,1,93,38
103,al uraija al wusta,العريجاء الوسطى,24.5945598,46.6284723,Restaurants,3,375,True,True,0,20,8,6,0,5,0,74,9
104,al hamra,الحمراء,24.763525,46.7459104,Restaurants,3,367,True,True,1,20,20,18,14,6,1,110,10
105,al madhar,المعذر,24.6725814,46.6634836,Restaurants,3,366,True,True,0,12,11,7,14,5,0,14,11
106,al wahah,الواحة,24.7477734,46.7106422,Coffee,4,365,True,True,0,20,20,7,16,13,1,116,34
107,uqaz,عكاظ,24.5350901,46.6626159,Coffee,4,256,True,True,1,14,7,4,7,2,0,58,20
108,al qirawan,القيروان,24.8085513,46.613257,Coffee,4,363,True,True,0,20,20,20,20,5,1,88,24
109,al malqa,الملقا,24.7784777,46.6170556,Coffee,4,556,True,True,0,20,20,12,16,8,1,27,14
110,al ghadir,الغدير,24.7722884,46.6533925,Coffee,4,363,True,True,0,20,14,19,18,9,0,48,19
111,an nafl,النفل,24.785455,46.683556,Restaurants,4,361,True,True,0,20,20,13,17,6,1,102,40
112,ishbiliyah,اشبيلية,24.7877381,46.7903269,Restaurants,3,359,True,True,0,20,17,12,20,6,0,48,18
113,al ulaya,العليا,24.714738,46.6774353,Coffee,4,359,True,True,0,20,20,20,20,7,1,99,44
114,ar rayan,الريان,24.7182257,46.7718622,Coffee,4,359,True,True,0,20,20,8,16,9,1,110,21
115,an narjis,النرجس,24.8139059,46.5983429,Coffee,4,358,True,True,0,13,20,12,10,3,0,120,22
116,badr,بدر,24.5645595,46.7100589,Coffee,4,257,False,True,1,20,6,6,2,6,0,26,15
117,al yasmin,الياسمين,24.8083257,46.6389159,Coffee,4,356,False,True,0,20,20,20,20,3,1,98,24
118,ghirnatah,غرناطة,24.7845913,46.7497548,Coffee,4,356,True,True,0,20,20,12,20,8,1,72,17
119,al yasmin,الياسمين,24.8003866,46.63084870000001,Coffee,4,356,False,True,0,20,20,20,20,5,1,117,19
120,al qirawan,القيروان,24.8009479,46.5993794,Restaurants,4,356,False,True,0,13,20,13,4,5,0,9,24
121,al murabba,المربع,24.6448748,46.718878,Restaurants,4,259,True,True,1,20,20,20,18,12,1,63,21
122,ar rayan,الريان,24.7212893,46.78850569999999,Restaurants,3,356,True,True,1,20,9,8,8,8,0,0,27
123,al marwah,المروة,24.540644,46.6608115,Coffee,3,351,True,True,0,18,7,5,7,1,0,78,20
124,al wadi,الوادي,24.7952888,46.703734,Coffee,4,349,True,True,0,20,20,18,20,8,1,15,16
125,al murabba,المربع,24.6664723,46.6987123,Coffee,4,349,True,True,0,20,20,19,20,11,1,22,23
126,ar rayan,الريان,24.7164539,46.791526,Restaurants,4,265,True,True,1,20,7,3,5,9,0,101,19
127,ash sharq,الشرق,24.9104348,46.92778939999999,Coffee,4,339,True,True,0,0,2,0,0,0,0,122,5
128,an nafl,النفل,24.7786844,46.6852998,Coffee,4,338,True,True,0,20,19,16,15,5,1,70,37
129,al wurud,الورود,24.7202582,46.672073,Coffee,4,269,False,True,1,20,20,19,20,12,1,48,33
130,ilaishah,عليشة,24.6300141,46.6901507,Coffee,3,337,True,True,1,20,10,10,13,7,0,24,22
131,badr,بدر,24.5500519,46.6980667,Restaurants,3,271,True,True,1,20,8,1,6,5,0,82,13
132,ar rimal,الرمال,24.8277102,46.7277499,Coffee,4,688,True,True,0,13,10,5,17,0,0,76,10
133,al wahah,الواحة,24.7500052,46.7226169,Restaurants,3,336,True,True,0,18,19,8,19,7,0,62,31
134,al uraija al wusta,العريجاء الوسطى,24.6035559,46.6503451,Restaurants,4,336,True,True,0,20,3,2,0,3,0,86,6
135,al hazm,الحزم,24.5464939,46.6508918,Restaurants,4,272,True,True,1,13,1,3,4,2,0,48,15
136,ar rayan,الريان,24.7171522,46.7910199,Restaurants,4,335,True,True,0,20,7,4,7,10,0,63,19
137,al wurud,الورود,24.7254057,46.6778003,Coffee,3,274,False,True,1,20,20,17,15,12,1,123,32
138,al masif,المصيف,24.7718438,46.6691195,Restaurants,3,331,True,True,0,20,20,18,16,10,1,63,37
139,ad dar al baida,الدار البيضاء,24.58542,46.7713847,Coffee,4,328,False,True,0,20,6,5,11,3,0,41,24
140,al uraija al wusta,العريجاء الوسطى,24.6059157,46.6395744,Coffee,4,276,True,True,1,20,5,3,0,2,0,81,6
141,as safarat,السفارات,24.6669232,46.6267027,Coffee,4,276,False,True,1,7,6,6,7,15,0,63,26
142,ar rayan,الريان,24.7225044,46.7687842,Coffee,4,322,True,True,0,20,20,10,15,7,1,43,31
143,al mughrizat,المغرزات,24.7651292,46.7155513,Restaurants,4,1291,True,True,0,20,20,13,20,11,1,37,38
144,al muruj,المروج,24.7628438,46.6723359,Coffee,4,320,False,True,0,20,20,17,11,9,1,63,19
145,ad dar al baida,الدار البيضاء,24.5861837,46.75910529999999,Coffee,4,278,False,True,1,20,13,9,16,3,0,38,25
146,al mughrizat,المغرزات,24.7596779,46.71666339999999,Coffee,4,320,True,True,0,20,20,11,20,10,1,28,45
147,as safarat,السفارات,24.6779002,46.6231173,Coffee,4,278,True,True,1,12,10,13,7,20,0,0,32
148,dhahrat al badiah,ظهرة البديعة,24.5855348,46.6787222,Restaurants,4,280,True,True,1,20,5,7,4,8,0,74,16
149,al badiah,البديعة,24.6255346,46.68929410000001,Restaurants,4,281,True,True,1,20,7,8,13,10,0,73,19
150,an nafl,النفل,24.7856339,46.6835662,Restaurants,4,285,True,True,1,20,20,13,17,6,1,114,39
151,an nasim al gharbi,النسيم الغربي,24.7438059,46.8401311,Restaurants,3,285,True,True,1,20,8,10,4,3,0,114,12
152,ar rimal,الرمال,24.8342056,46.8091087,Coffee,4,285,True,True,1,9,18,3,8,3,0,68,6
153,shubra,شبرا,24.5728836,46.6723594,Coffee,4,288,True,True,1,20,5,5,5,9,0,64,16
154,an nasim al gharbi,النسيم الغربي,24.7093455,46.8388386,Restaurants,4,317,True,True,0,20,11,7,6,3,0,31,10
155,ad dar al baida,الدار البيضاء,24.5623516,46.7917238,Restaurants,4,571,True,True,0,20,5,6,4,2,0,0,9
156,al ulaya,العليا,24.6898669,46.6736715,Coffee,3,316,True,True,0,20,20,20,20,5,1,64,34
157,hittin,حطين,24.7496306,46.6147283,Restaurants,4,315,True,True,0,9,16,8,5,3,0,119,22
158,al wahah,الواحة,24.7500883,46.7225811,Restaurants,4,291,True,True,1,18,19,8,18,7,0,100,31
159,ar rayan,الريان,24.708083,46.793667,Coffee,4,291,False,False,1,20,7,4,6,9,0,76,18
160,as sahafah,الصحافة,24.7847221,46.6461008,Coffee,3,313,True,True,0,20,20,17,20,9,1,63,24
161,ar rawdah,الروضة,24.7387951,46.7500766,Coffee,3,291,False,True,1,20,11,5,9,3,0,83,26
162,badr,بدر,24.5523602,46.6990273,Restaurants,4,962,True,True,0,20,8,2,6,5,0,94,12
163,al ulaya,العليا,24.6994094,46.6683692,Coffee,4,312,True,False,0,20,20,20,20,4,1,64,40
164,al ulaya,العليا,24.7102942,46.66709119999999,Coffee,4,292,True,True,1,20,20,20,20,5,1,51,37
165,al malaz,الملز,24.6540114,46.72526089999999,Restaurants,3,309,True,True,1,20,20,19,20,15,1,42,24
166,badr,بدر,24.5135102,46.68136759999999,Restaurants,3,292,True,True,1,2,3,0,0,2,0,81,1
167,al bariah,البرية,24.5517709,46.8907637,Coffee,4,308,True,True,1,7,20,11,1,1,0,88,5
168,hittin,حطين,24.7501265,46.6141235,Coffee,3,294,True,True,1,10,16,8,6,3,0,40,21
169,an nakhil,النخيل,24.7314282,46.64935639999999,Restaurants,4,306,True,True,0,17,20,20,11,6,1,5,21
170,king saud university,جامعة الملك سعود,24.7384363,46.6360295,Restaurants,4,306,True,True,0,13,19,13,11,6,0,39,17
171,ghirnatah,غرناطة,24.797472,46.7419111,Restaurants,3,294,True,True,1,20,20,19,20,7,1,63,23
172,umm salim,ام سليم,24.6371904,46.6931136,Coffee,4,306,True,True,0,20,11,11,11,10,0,120,22
173,al faisaliyah,الفيصلية,24.6427653,46.7678622,Restaurants,3,304,True,True,0,5,18,20,0,2,0,63,3
174,al qirawan,القيروان,24.8081638,46.5925593,Coffee,4,301,True,True,0,10,20,12,3,1,0,51,22
175,al ulaya,العليا,24.7010029,46.676513,Coffee,3,297,True,True,1,20,20,20,20,5,1,28,54
176,an narjis,النرجس,24.8143042,46.5950764,Coffee,4,301,True,True,0,10,20,11,9,2,0,72,20
177,al mughrizat,المغرزات,24.7713271,46.7203141,Coffee,3,298,True,True,1,20,20,13,20,10,1,37,41
178,al maizilah,المعيزلة,24.8037581,46.8543178,Coffee,4,301,True,False,0,20,2,5,6,3,0,48,3
179,an narjis,النرجس,24.8316881,46.6494905,Coffee,4,678,True,True,0,17,20,12,11,2,0,63,14
180,an nuzhah,النزهة,24.7571799,46.7130361,Coffee,4,298,True,True,1,20,20,8,20,10,0,12,46
181,dhahrat namar,ظهرة نمار,24.5639568,46.6317661,Coffee,4,301,True,True,1,20,12,4,10,3,0,99,21
182,al mahdiyah,المهدية,24.6454826,46.5489052,Restaurants,4,484,True,True,0,16,10,4,13,1,0,24,16
183,taibah,طيبة,24.5608501,46.8486785,Restaurants,4,303,True,True,1,20,5,4,0,7,0,37,5
184,al faiha,الفيحاء,24.6774609,46.8259051,Coffee,3,304,False,True,1,17,16,13,6,1,0,63,8
185,al malqa,الملقا,24.7820916,46.6238305,Restaurants,3,305,True,True,1,20,20,14,20,8,1,82,18
186,hittin,حطين,24.7503559,46.613269,Restaurants,4,305,False,True,1,10,16,8,6,3,0,94,20
187,al mansurah,المنصورة,24.5949208,46.7564814,Restaurants,3,300,True,True,0,20,15,11,16,2,0,110,28
188,al wazarat,الوزارات,24.669027,46.7088246,Restaurants,3,297,True,True,0,20,17,16,20,11,1,43,23
189,al mursalat,المرسلات,24.7419669,46.6805667,Restaurants,4,1027,True,True,0,20,20,11,12,12,1,41,17
190,as safarat,السفارات,24.681928,46.6230908,Coffee,4,310,True,True,1,9,11,13,6,20,0,34,29
191,al ulaya,العليا,24.7124268,46.67437289999999,Restaurants,4,313,True,True,1,20,20,20,20,6,1,122,41
192,al ghadir,الغدير,24.7828927,46.6614303,Restaurants,4,1070,True,True,0,18,20,16,15,7,1,13,33
193,al janadriyah,الجنادرية,24.8077396,46.8797755,Coffee,4,315,True,True,1,20,3,12,6,2,0,26,11
194,ar rawdah,الروضة,24.741858,46.7510825,Coffee,4,318,True,True,1,20,9,7,10,2,0,48,29
195,an narjis,النرجس,24.8131142,46.5995524,Coffee,4,295,True,True,0,12,20,15,10,3,0,94,23
196,al mutamarat,المؤتمرات,24.6656103,46.6819367,Restaurants,4,319,True,True,1,20,17,14,18,9,1,64,18
197,an nafl,النفل,24.7855657,46.6828619,Restaurants,4,294,True,True,0,20,20,11,16,5,1,123,35
198,al mutamarat,المؤتمرات,24.6643478,46.6824813,Restaurants,4,291,True,True,0,20,16,12,14,8,0,0,17
199,al madhar,المعذر,24.671782,46.6633941,Restaurants,4,286,True,True,0,10,10,7,13,5,0,58,10
200,al wazarat,الوزارات,24.6672177,46.7129529,Restaurants,4,286,True,True,0,20,20,20,20,10,1,18,24
201,al mutamarat,المؤتمرات,24.6660473,46.6820168,Restaurants,3,1263,True,True,0,20,16,14,19,9,0,43,18
202,badr,بدر,24.5510107,46.7116804,Coffee,4,283,True,True,0,20,13,0,5,5,0,74,11
203,an narjis,النرجس,24.8209584,46.65510039999999,Coffee,4,321,True,True,1,20,20,14,11,3,1,30,22
204,an narjis,النرجس,24.8239598,46.6569262,Restaurants,4,522,True,True,0,20,20,12,9,3,1,63,19
205,areed,عريض,24.494672,46.62753,Restaurants,3,282,True,True,0,20,4,2,0,1,0,80,10
206,ar rawdah,الروضة,24.7422189,46.7517913,Coffee,4,324,True,True,1,20,9,7,9,2,0,56,28
207,al murabba,المربع,24.6463114,46.7166197,Restaurants,4,324,True,True,1,20,20,20,20,10,1,28,25
208,an nuzhah,النزهة,24.7549873,46.7083411,Restaurants,4,282,True,True,0,20,20,10,20,12,1,48,41
209,areed,عريض,24.4864834,46.6224273,Restaurants,4,281,True,True,1,14,3,1,0,1,0,100,7
210,al mahdiyah,المهدية,24.6455198,46.5491172,Restaurants,3,708,True,True,0,16,10,4,13,1,0,24,16
211,ghirnatah,غرناطة,24.793893,46.7669655,Coffee,3,326,True,True,1,20,20,15,20,5,1,114,13
212,qurtubah,قرطبة,24.815059,46.72648580000001,Restaurants,3,280,True,True,0,12,20,19,19,4,1,120,16
213,al mahdiyah,المهدية,24.62626,46.5428373,Coffee,3,328,True,True,1,20,13,3,7,1,0,88,12
214,an nasim ash sharqi,النسيم الشرقي,24.7579841,46.8301429,Coffee,4,329,True,True,1,20,16,12,13,2,0,124,21
215,king saud university,جامعة الملك سعود,24.7120501,46.6230119,Coffee,4,278,False,False,0,20,1,7,2,2,0,124,3
216,as saadah,السعادة,24.69313,46.8500443,Restaurants,3,278,True,True,1,9,12,5,8,6,0,59,9
217,ad dirah,الديرة,24.630901,46.7122452,Coffee,4,1069,True,True,0,20,20,20,15,12,1,1,26
218,qurtubah,قرطبة,24.8160625,46.72918749999999,Coffee,4,330,True,True,1,15,20,17,17,4,1,64,15
219,ad dar al baida,الدار البيضاء,24.5729146,46.7807971,Restaurants,3,277,True,True,0,20,1,2,7,3,0,48,15
220,king khalid airport,مطار الملك خالد,24.820283,46.7397183,Coffee,4,277,True,True,0,20,18,8,20,6,0,18,12
221,ar rawdah,الروضة,24.7488245,46.7633956,Restaurants,3,331,True,True,1,20,15,11,10,9,0,100,22
222,al hamra,الحمراء,24.7705272,46.7666698,Restaurants,4,276,True,True,0,20,20,14,20,6,1,24,17
223,umm al hamam al gharbi,ام الحمام الغربي,24.6878129,46.6409374,Restaurants,4,274,True,True,0,16,10,15,6,9,0,63,14
224,al mansurah,المنصورة,24.5974349,46.7419503,Coffee,4,332,True,True,1,17,17,17,19,2,0,56,22
225,an nasim al gharbi,النسيم الغربي,24.7473125,46.8233125,Coffee,4,274,True,True,0,20,16,13,8,2,0,24,14
226,al manar,المنار,24.7251922,46.79698579999999,Restaurants,4,334,True,True,1,20,10,8,6,9,0,98,19
227,al wurud,الورود,24.7246692,46.6821553,Coffee,4,270,False,True,0,20,20,17,19,8,1,1,31
228,al malaz,الملز,24.6783379,46.740965,Restaurants,4,334,True,True,1,20,20,20,15,15,1,118,20
229,al munsiyah,المونسية,24.8101511,46.74506299999999,Coffee,4,270,True,True,0,20,20,16,20,8,1,40,15
230,ar rawdah,الروضة,24.7364651,46.7826926,Coffee,4,270,True,True,0,20,13,16,7,11,0,19,32
231,qurtubah,قرطبة,24.8154896,46.7282678,Coffee,4,267,True,True,0,14,20,19,18,4,1,25,16
232,al mishal,المشاعل,24.6391438,46.8442958,Restaurants,3,336,True,True,1,0,16,7,0,1,0,63,3
233,an narjis,النرجس,24.8174253,46.64051010000001,Coffee,4,337,True,True,1,20,20,20,20,3,1,48,23
234,ilaishah,عليشة,24.6310861,46.6763501,Coffee,4,267,True,True,0,20,3,1,14,6,0,19,8
235,hittin,حطين,24.74535,46.6201551,Coffee,4,266,False,True,0,10,18,9,6,2,0,66,23
236,qurtubah,قرطبة,24.8150718,46.7265161,Coffee,4,1138,True,True,0,12,20,19,19,4,1,113,16
237,as safarat,السفارات,24.6930025,46.63178449999999,Coffee,3,266,False,True,0,20,11,15,7,12,0,98,18
238,al bariah,البرية,24.5575517,46.8899418,Restaurants,3,266,True,True,1,7,20,9,1,1,0,34,5
239,al mansurah,المنصورة,24.6021021,46.749582,Coffee,4,337,True,True,1,20,11,13,20,3,0,9,26
240,al manakh,المناخ,24.5987884,46.76877409999999,Restaurants,4,264,True,True,0,20,11,6,13,2,0,45,22
241,al qirawan,القيروان,24.807773,46.5900715,Coffee,4,263,True,True,0,10,20,11,3,0,0,78,20
242,ghirnatah,غرناطة,24.796005,46.7431348,Restaurants,3,262,True,True,0,20,20,19,20,8,1,39,25
243,al malaz,الملز,24.6782333,46.74376549999999,Restaurants,3,338,False,True,1,20,20,20,15,16,1,76,20
244,an nasim ash sharqi,النسيم الشرقي,24.7543125,46.8249375,Coffee,4,261,True,True,0,20,16,13,12,2,0,102,18
245,al faiha,الفيحاء,24.6923561,46.8104193,Restaurants,4,261,True,True,0,20,8,9,7,6,0,90,13
246,al mughrizat,المغرزات,24.7591785,46.7153873,Coffee,4,338,True,True,1,20,20,11,20,11,1,48,47
247,as safa,الصفا,24.676045,46.7799815,Restaurants,4,257,True,True,0,20,8,10,12,5,0,40,11
248,king khalid airport,مطار الملك خالد,24.8213062,46.7655815,Restaurants,3,338,True,True,1,20,16,11,17,6,0,119,11
249,an nasim al gharbi,النسيم الغربي,24.700983,46.8038171,Coffee,4,339,True,True,1,20,7,5,12,11,0,63,14
250,ar rayan,الريان,24.7164134,46.7861798,Coffee,3,256,True,True,1,20,10,9,10,10,0,27,23
251,al hazm,الحزم,24.5414727,46.6484025,Coffee,4,254,True,True,0,16,1,3,4,0,0,88,14
252,al qirawan,القيروان,24.8016527,46.6036396,Restaurants,4,344,True,True,1,17,20,20,7,4,1,122,23
253,an nasim al gharbi,النسيم الغربي,24.7452424,46.8455898,Restaurants,4,734,True,True,0,20,8,7,4,3,0,64,11
254,al muhammadiyah,المحمدية,24.7279576,46.6634322,Coffee,4,345,True,True,1,20,20,20,14,12,1,88,26
255,al mughrizat,المغرزات,24.7712827,46.71983549999999,Restaurants,4,346,True,True,1,20,20,12,20,9,1,19,40
256,al ulaya,العليا,24.7057408,46.6779314,Coffee,4,351,True,True,1,20,20,20,20,5,1,95,57
257,al wadi,الوادي,24.7897302,46.70142269999999,Restaurants,3,595,True,True,0,20,20,12,20,9,1,52,21
258,al malqa,الملقا,24.7948436,46.6250814,Coffee,4,536,False,True,0,20,20,20,20,11,1,27,20
259,as sahafah,الصحافة,24.7882458,46.6479978,Coffee,4,354,True,True,1,20,20,18,20,8,1,54,23
260,al munsiyah,المونسية,24.8129315,46.7686597,Coffee,4,356,True,True,1,20,17,14,20,3,0,44,11
261,ar rafiah,الرفيعة,24.6341817,46.6754016,Restaurants,3,254,True,True,0,18,4,2,11,5,0,94,9
262,ar rawdah,الروضة,24.7354027,46.7629981,Restaurants,4,252,True,True,0,20,13,11,8,9,0,61,39
263,al masif,المصيف,24.77043,46.6714898,Coffee,4,250,True,True,0,20,20,20,15,9,1,94,28
264,at taawn,التعاون,24.784108,46.700046,Restaurants,3,357,True,True,1,20,20,14,20,8,1,82,30
265,al wahah,الواحة,24.7446026,46.7242437,Restaurants,4,358,True,True,1,9,18,5,9,7,0,111,21
266,al murabba,المربع,24.6637705,46.703514,Restaurants,3,250,True,True,0,20,19,17,20,8,1,94,22
267,as sahafah,الصحافة,24.7902137,46.6366963,Coffee,4,250,False,True,0,20,20,14,20,9,1,28,25
268,al ulaya,العليا,24.6788,46.69119999999999,Coffee,4,358,True,True,1,20,20,18,20,8,1,54,18
269,areed,عريض,24.488056,46.6230176,Restaurants,3,249,True,True,0,20,3,1,0,1,0,120,8
270,ar rabi,الربيع,24.7860642,46.6583538,Restaurants,4,247,False,True,0,20,20,14,12,9,1,60,30
271,al mansurah,المنصورة,24.6058642,46.751784,Coffee,4,358,True,True,1,20,10,9,18,3,0,35,21
272,an nasim al gharbi,النسيم الغربي,24.7503957,46.8346119,Restaurants,4,359,True,True,1,20,12,8,8,4,0,79,20
273,al wahah,الواحة,24.7466191,46.7234417,Restaurants,3,1252,True,True,0,14,19,6,13,8,0,53,27
274,umm salim,ام سليم,24.630473,46.6982174,Restaurants,4,244,True,True,0,20,15,16,11,11,1,14,25
275,an narjis,النرجس,24.8251314,46.653009,Restaurants,4,360,True,True,1,20,20,16,12,3,1,50,21
276,al ulaya,العليا,24.7054165,46.6914112,Restaurants,4,242,True,True,0,20,20,20,20,3,1,94,36
277,as safa,الصفا,24.6784091,46.7689564,Coffee,4,241,True,True,0,20,16,13,4,8,0,114,10
278,al uraija al gharbiyah,العريجاء الغربية,24.595528,46.592278,Coffee,3,1166,True,True,0,20,5,5,4,2,0,50,6
279,al mughrizat,المغرزات,24.7517059,46.7223191,Coffee,4,362,True,True,1,19,20,8,20,8,0,16,40
280,ar rawdah,الروضة,24.7452951,46.77641149999999,Restaurants,3,240,True,True,0,20,12,13,7,8,0,12,26
281,as safarat,السفارات,24.6876359,46.6399498,Restaurants,4,240,True,True,0,14,10,15,7,9,0,26,17
282,an narjis,النرجس,24.9122799,46.61892,Restaurants,3,364,True,True,1,9,7,2,1,0,0,19,2
283,ar rawdah,الروضة,24.7282143,46.7658984,Restaurants,3,240,True,True,0,20,16,9,12,9,0,96,29
284,al janadriyah,الجنادرية,24.8152275,46.8943741,Coffee,4,236,True,True,0,20,3,5,0,1,0,19,9
285,as sulai,السلي,24.6895756,46.8421429,Coffee,4,231,True,True,0,11,18,6,7,4,0,110,10
286,ar rabi,الربيع,24.7968951,46.6760886,Coffee,4,230,True,True,0,20,20,3,8,6,0,113,25
287,ar rahmaniyah,الرحمانية,24.7121075,46.6621202,Restaurants,3,229,True,False,1,20,20,20,20,7,1,26,28
288,ar rawabi,الروابي,24.6982827,46.8051658,Coffee,4,367,True,True,1,20,9,7,12,9,0,48,14
289,ash sharq,الشرق,24.9095533,46.9285286,Restaurants,3,370,True,True,1,0,2,0,0,0,0,110,5
290,ad dar al baida,الدار البيضاء,24.5646183,46.7939415,Restaurants,3,372,False,True,1,20,5,4,4,2,0,19,9
291,al khalidiyah,الخالدية,24.6140148,46.7591164,Coffee,4,228,True,True,0,20,10,3,13,3,0,42,11
292,al manar,المنار,24.7253094,46.7967151,Restaurants,4,228,False,True,0,20,10,8,6,9,0,64,19
293,an narjis,النرجس,24.810151,46.601544,Coffee,4,372,True,True,1,15,20,20,11,3,1,110,24
294,dhahrat namar,ظهرة نمار,24.5650458,46.62952440000001,Coffee,4,1072,True,True,0,20,12,5,12,3,0,98,23
295,al mishal,المشاعل,24.6159578,46.8582784,Restaurants,4,227,True,True,0,1,20,13,0,0,0,100,4
