,neighbhood,nameAr,lat,lng,types,rating,user_ratings_total,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,isSuccessful,neighbhood_id,CompNum
448,ishbiliyah,اشبيلية,24.7781582,46.7854564,Coffee,4,517,True,True,1,20,5,10,17,10,0,38,17
449,al yarmuk,اليرموك,24.791871,46.800932,Coffee,4,524,True,True,1,20,8,10,12,4,0,40,15
450,hittin,حطين,24.7601425,46.60348339999999,Coffee,4,166,True,True,0,10,17,7,2,2,0,88,19
451,as safarat,السفارات,24.6669672,46.6264184,Restaurants,4,166,False,True,1,7,5,6,7,14,0,20,27
452,al ulaya,العليا,24.7095059,46.6806219,Restaurants,3,166,True,True,1,20,20,20,20,6,1,115,47
453,an nuzhah,النزهة,24.7531347,46.7025213,Restaurants,3,166,False,True,1,20,20,8,18,9,1,63,34
454,hittin,حطين,24.761806,46.62569,Restaurants,3,524,True,True,1,16,20,5,8,4,0,120,19
455,king saud university,جامعة الملك سعود,24.73895,46.6283123,Coffee,4,529,False,True,1,7,20,14,6,2,0,11,21
456,al ulaya,العليا,24.698888,46.690212,Coffee,4,529,True,True,1,20,20,20,20,2,1,80,32
457,ar rabi,الربيع,24.8041201,46.6745398,Coffee,4,531,True,True,1,20,20,7,4,4,0,120,14
458,al faisaliyah,الفيصلية,24.6450687,46.7724942,Restaurants,3,542,True,True,1,5,14,19,0,1,0,19,4
459,al mahdiyah,المهدية,24.6398122,46.5413162,Coffee,4,166,True,False,1,18,14,3,9,1,0,48,21
460,as safarat,السفارات,24.6744957,46.6250376,Restaurants,4,165,True,True,1,11,6,12,8,16,0,100,30
461,an nasim ash sharqi,النسيم الشرقي,24.7528142,46.8334753,Restaurants,3,548,True,True,1,20,13,9,10,4,0,115,22
462,dhahrat namar,ظهرة نمار,24.5649041,46.6290663,Coffee,4,550,True,True,1,20,13,5,12,3,0,117,24
463,al wurud,الورود,24.7321395,46.6776488,Coffee,4,165,False,True,1,20,18,13,10,12,1,72,25
464,al quds,القدس,24.754235,46.74107619999999,Coffee,3,164,True,True,0,13,15,13,18,5,0,64,19
465,al ulaya,العليا,24.6949124,46.6698309,Coffee,4,554,True,True,1,20,20,20,20,4,1,22,35
466,hittin,حطين,24.7533273,46.60987069999999,Restaurants,2,164,True,True,0,8,17,9,5,3,0,54,18
467,ar rawdah,الروضة,24.7455313,46.75304380000001,Coffee,4,561,True,True,1,20,15,11,10,4,0,48,26
468,tuwaiq,طويق,24.5545247,46.5140523,Restaurants,4,568,True,True,1,20,2,5,3,1,0,33,11
469,al izdihar,الازدهار,24.7762792,46.7082289,Coffee,4,570,True,True,1,20,20,13,18,9,1,33,38
470,shubra,شبرا,24.5736737,46.6632353,Coffee,3,164,True,True,0,20,7,2,3,4,0,42,17
471,al janadriyah,الجنادرية,24.7950816,46.8877976,Coffee,4,164,True,True,0,20,2,11,3,0,0,30,11
472,al wisham,الوشام,24.6460558,46.7035012,Coffee,4,571,True,True,1,20,20,20,17,6,1,99,19
473,an narjis,النرجس,24.8963267,46.6132061,Coffee,4,164,True,True,1,20,13,8,3,0,0,0,10
474,al ulaya,العليا,24.6694756,46.6784435,Coffee,4,163,True,False,0,18,20,13,20,9,1,36,19
475,al izdihar,الازدهار,24.784587,46.7144151,Coffee,4,161,True,True,1,20,20,15,20,7,1,98,26
476,as sahafah,الصحافة,24.790697,46.6479139,Coffee,4,160,False,True,0,20,20,17,20,7,1,37,22
477,an narjis,النرجس,24.818106,46.686983,Coffee,4,578,False,True,1,12,16,10,13,1,0,53,3
478,manfuhah,منفوحة,24.6081864,46.722654,Restaurants,4,160,True,True,1,20,15,17,9,4,0,24,9
479,as safarat,السفارات,24.6739756,46.6243761,Restaurants,3,160,True,True,1,11,6,12,9,18,0,63,28
480,al masani,المصانع,24.5875376,46.7623424,Coffee,4,582,True,True,1,20,12,9,17,3,0,38,25
481,ad dar al baida,الدار البيضاء,24.585647,46.7795686,Restaurants,3,582,True,True,1,20,8,5,11,4,0,26,19
482,sultanah,سلطانة,24.5977212,46.6966195,Coffee,3,159,True,True,0,20,9,14,4,8,0,63,9
483,al jazirah,الجزيرة,24.6570831,46.7907504,Coffee,4,985,True,True,0,18,12,6,0,2,0,20,6
484,al ulaya,العليا,24.7025473,46.6809044,Coffee,4,159,True,True,1,20,20,20,20,5,1,95,57
485,az zahrah,الزهرة,24.579696,46.6312205,Coffee,3,159,True,True,1,20,10,6,11,6,0,9,22
486,badr,بدر,24.5633681,46.6996961,Coffee,4,158,True,True,1,20,6,6,2,8,0,122,18
487,as safa,الصفا,24.6778083,46.77732930000001,Coffee,4,871,True,True,0,20,8,9,12,5,0,80,9
488,al yarmuk,اليرموك,24.7913811,46.8012801,Coffee,4,157,True,True,1,20,9,12,14,4,0,32,15
489,al mishal,المشاعل,24.6046548,46.8644591,Restaurants,4,156,True,True,0,2,20,8,0,0,0,45,4
490,ash sharq,الشرق,24.9102465,46.9285261,Restaurants,3,583,True,True,0,0,2,0,0,0,0,88,5
491,ar rimayah,الرماية,24.786546,46.8814297,Restaurants,3,584,True,True,1,20,2,9,3,1,0,12,7
492,as sahafah,الصحافة,24.7962281,46.64576049999999,Restaurants,3,156,True,True,1,20,20,17,20,8,1,119,29
493,areed,عريض,24.493933,46.6268969,Restaurants,4,156,True,True,1,20,4,2,0,1,0,75,10
494,al wazarat,الوزارات,24.674219,46.7137154,Coffee,4,590,True,True,1,20,20,20,20,12,1,78,21
495,al wazarat,الوزارات,24.6737312,46.71212209999999,Restaurants,3,591,True,True,1,20,20,20,20,13,1,98,21
496,al ulaya,العليا,24.6922506,46.6941763,Restaurants,3,592,True,True,1,20,20,20,20,6,1,91,27
497,al hamra,الحمراء,24.7654153,46.7328053,Coffee,4,156,True,True,1,20,19,13,17,6,1,42,16
498,al faiha,الفيحاء,24.6946039,46.81276630000001,Coffee,3,156,True,True,1,20,8,8,5,8,0,26,12
499,al khalij,الخليج,24.756872,46.7909809,Coffee,4,155,True,False,0,20,9,7,10,7,0,20,20
500,as safa,الصفا,24.67832,46.7772227,Coffee,4,155,True,True,0,20,8,11,12,6,0,113,9
501,al faiha,الفيحاء,24.6875883,46.7997594,Coffee,4,155,True,True,1,20,9,8,18,7,0,9,15
502,al ulaya,العليا,24.7064361,46.6907208,Restaurants,4,592,True,True,1,20,20,20,20,3,1,24,37
503,dhahrat al badiah,ظهرة البديعة,24.5873361,46.6255427,Restaurants,4,155,True,True,1,20,8,9,3,5,0,24,11
504,al wurud,الورود,24.7246104,46.6820064,Coffee,4,598,False,True,1,20,20,17,19,11,1,74,32
505,an narjis,النرجس,24.8133968,46.6033175,Coffee,4,603,True,True,1,13,20,20,10,3,1,65,22
506,al qadisiyah,القادسية,24.8186785,46.8334428,Coffee,3,155,True,False,1,2,4,2,2,2,0,18,1
507,an nafl,النفل,24.7828206,46.6841547,Coffee,3,155,True,True,1,20,20,15,15,4,1,37,41
508,badr,بدر,24.550075,46.69717790000001,Coffee,4,609,True,True,1,20,8,1,6,5,0,102,13
509,an nafl,النفل,24.7862982,46.6854395,Restaurants,4,154,False,True,0,20,20,14,18,7,1,103,38
510,hittin,حطين,24.7529516,46.6102475,Restaurants,4,609,True,True,1,9,16,9,5,3,0,110,18
511,ar rawdah,الروضة,24.7326115,46.78494569999999,Coffee,4,612,True,False,1,20,13,14,9,12,0,56,29
512,al hamra,الحمراء,24.7751111,46.7759384,Restaurants,4,618,True,True,1,20,20,9,20,8,1,78,20
513,al wazarat,الوزارات,24.6677608,46.7117472,Restaurants,3,619,False,True,1,20,17,20,20,10,1,99,24
514,dhahrat al badiah,ظهرة البديعة,24.5853487,46.6263209,Coffee,3,154,False,True,0,20,8,9,6,5,0,13,13
515,al ulaya,العليا,24.713444,46.67415,Coffee,4,653,True,True,0,20,20,20,20,6,1,48,42
516,badr,بدر,24.5564008,46.7023907,Coffee,4,153,True,True,0,20,8,2,4,7,0,68,16
517,ar rawdah,الروضة,24.7463667,46.76339979999999,Coffee,4,619,True,True,1,20,15,9,7,8,0,6,24
518,al ulaya,العليا,24.7150473,46.6698055,Restaurants,4,153,False,True,0,20,20,20,20,7,1,42,37
519,al wazarat,الوزارات,24.6678864,46.7117444,Restaurants,3,152,True,True,0,20,16,20,20,10,1,10,24
520,al ulaya,العليا,24.676302,46.67568199999999,Restaurants,3,151,True,True,0,14,20,11,20,5,0,43,26
521,as sahafah,الصحافة,24.7977575,46.6413646,Coffee,4,620,True,True,1,20,20,18,20,7,1,47,29
522,ar rawdah,الروضة,24.7286193,46.7836385,Coffee,3,151,False,False,1,20,12,12,12,10,0,46,34
523,tuwaiq,طويق,24.5613592,46.5341625,Coffee,4,150,False,True,0,20,5,4,4,2,0,65,7
524,al ulaya,العليا,24.7063577,46.6753855,Coffee,4,150,True,True,1,20,20,20,20,6,1,68,51
525,dahiat namar,ضاحية نمار,24.5033844,46.6322942,Restaurants,3,622,True,True,1,19,4,1,0,1,0,48,8
526,ar rimal,الرمال,24.9287083,46.71354849999999,Coffee,3,150,True,True,1,1,8,10,1,0,0,68,1
527,al maizilah,المعيزلة,24.80296,46.8548518,Coffee,3,149,True,True,0,20,2,5,6,3,0,76,3
528,al muruj,المروج,24.7650144,46.6550458,Restaurants,4,148,False,True,0,20,20,16,17,7,1,31,12
529,as safarat,السفارات,24.6810183,46.6232923,Restaurants,4,148,True,True,0,9,10,14,7,20,0,111,32
530,king saud university,جامعة الملك سعود,24.7257298,46.6428427,Coffee,3,897,True,True,0,19,19,17,7,5,1,110,20
531,al iskan,الاسكان,24.5748929,46.8280942,Restaurants,3,622,True,True,1,17,8,6,0,4,0,14,3
532,al munsiyah,المونسية,24.8096179,46.7613993,Coffee,3,148,True,True,1,20,20,11,18,7,1,22,13
533,al bariah,البرية,24.5540637,46.88903800000001,Restaurants,3,147,True,True,0,7,20,12,1,1,0,94,5
534,al qirawan,القيروان,24.8095059,46.5956888,Coffee,4,147,True,True,1,11,20,11,5,3,0,19,22
535,al ulaya,العليا,24.699023,46.66956039999999,Restaurants,3,623,True,True,1,20,20,20,20,4,1,96,39
536,al mahdiyah,المهدية,24.6306221,46.5993506,Coffee,4,146,True,True,0,4,5,1,0,2,0,82,2
537,ar rayan,الريان,24.7216395,46.7902739,Coffee,4,634,True,True,1,20,8,8,7,9,0,111,27
538,ad dar al baida,الدار البيضاء,24.5857724,46.7719524,Coffee,4,146,True,True,0,20,6,5,11,3,0,94,23
539,al ulaya,العليا,24.6911196,46.66963399999999,Restaurants,4,146,True,True,1,20,20,20,20,4,1,86,32
540,an nuzhah,النزهة,24.7545583,46.69752570000001,Restaurants,4,146,True,True,1,20,20,9,15,9,1,110,17
541,az zahrah,الزهرة,24.5734375,46.6553125,Restaurants,4,635,True,True,1,20,7,2,1,4,0,94,12
542,an narjis,النرجس,24.8934721,46.6106799,Restaurants,3,145,True,True,0,19,14,7,3,0,0,58,10
543,an narjis,النرجس,24.8322179,46.6376006,Coffee,3,567,True,True,0,20,19,10,11,1,0,63,9
544,al murabba,المربع,24.6576615,46.7055735,Restaurants,4,145,False,True,0,20,20,18,20,12,1,63,27
545,as safarat,السفارات,24.6670207,46.6260482,Restaurants,4,145,False,True,1,7,5,6,7,15,0,56,28
546,al mahdiyah,المهدية,24.6297459,46.5411286,Restaurants,3,144,True,True,0,20,13,3,8,1,0,36,17
547,al ulaya,العليا,24.7003186,46.6679904,Coffee,4,1228,True,True,0,20,20,20,20,4,1,48,44
548,az zahra,الزهراء,24.6881875,46.7328125,Coffee,4,639,True,True,1,20,20,20,20,9,1,123,15
549,as sulimaniyah,السليمانية,24.7068309,46.7081246,Coffee,4,144,True,True,1,20,20,15,20,3,1,52,14
550,as safarat,السفارات,24.6665229,46.6230669,Coffee,3,143,True,True,1,6,5,6,8,16,0,36,26
551,al mahdiyah,المهدية,24.6199681,46.5207965,Restaurants,3,142,True,True,0,20,5,2,3,0,0,75,4
552,al khalij,الخليج,24.7734462,46.7789526,Restaurants,3,142,True,True,0,20,15,7,20,7,0,99,18
553,king saud university,جامعة الملك سعود,24.713184,46.6334907,Restaurants,3,142,True,True,0,20,11,8,7,4,0,40,5
554,al janadriyah,الجنادرية,24.8095301,46.8739027,Restaurants,4,142,True,True,1,20,1,8,5,3,0,110,9
555,al malaz,الملز,24.6661319,46.7403516,Coffee,4,141,True,True,0,20,20,20,13,7,1,48,19
556,al imam university,جامعة الامام,24.8082486,46.7182865,Restaurants,4,141,False,True,1,14,17,14,17,5,0,114,9
557,al mughrizat,المغرزات,24.7651643,46.71548689999999,Restaurants,4,946,True,True,0,20,20,13,20,11,1,37,38
558,al mansurah,المنصورة,24.5989144,46.7488201,Restaurants,3,141,True,True,1,20,13,15,20,2,0,75,25
559,al izdihar,الازدهار,24.7850871,46.7285306,Restaurants,4,141,True,True,1,20,17,11,20,7,0,8,23
560,al mursalat,المرسلات,24.7396102,46.6821745,Restaurants,3,140,True,True,0,20,20,12,14,11,1,22,21
561,al ulaya,العليا,24.7086029,46.6878488,Restaurants,4,643,True,True,1,20,20,20,20,5,1,102,39
562,al uraija al gharbiyah,العريجاء الغربية,24.5851019,46.5846591,Restaurants,4,139,True,True,0,20,10,3,4,3,0,78,6
563,hittin,حطين,24.7675916,46.60110820000001,Restaurants,3,139,False,True,0,11,14,9,3,3,0,9,10
564,an nuzhah,النزهة,24.7553156,46.7092348,Restaurants,3,645,True,True,1,20,20,11,20,12,1,102,44
565,an narjis,النرجس,24.8105298,46.6010639,Restaurants,4,139,True,True,1,15,20,20,11,3,1,9,24
566,al hazm,الحزم,24.5377366,46.6579059,Restaurants,4,788,True,True,0,17,5,4,8,1,0,15,19
567,dhahrat al badiah,ظهرة البديعة,24.5842694,46.6623822,Coffee,4,139,True,True,1,20,3,3,2,4,0,53,14
568,al imam university,جامعة الامام,24.8080737,46.7165699,Restaurants,4,139,True,True,1,13,17,15,15,4,0,81,9
569,al masani,المصانع,24.5924191,46.7382752,Restaurants,3,138,True,True,0,16,17,18,16,1,0,72,17
570,al ulaya,العليا,24.7078125,46.67481249999999,Coffee,4,138,True,True,1,20,20,20,20,7,1,14,42
571,king saud university,جامعة الملك سعود,24.7394576,46.6275587,Coffee,3,138,True,True,1,7,20,13,6,3,0,37,22
572,ar rabi,الربيع,24.7816234,46.6710957,Coffee,4,136,True,True,1,20,20,15,10,5,0,42,41
573,al mahdiyah,المهدية,24.6431422,46.5469957,Restaurants,3,136,True,True,1,17,11,3,15,1,0,42,18
574,dhahrat al badiah,ظهرة البديعة,24.5813709,46.63129499999999,Coffee,4,136,True,True,1,20,10,5,9,6,0,117,18
575,ar rabi,الربيع,24.7981273,46.666625,Coffee,4,135,False,True,0,17,20,13,11,6,1,35,23
576,ar rimal,الرمال,24.8258228,46.7287521,Restaurants,4,135,True,True,0,14,11,4,18,0,0,25,10
577,as safa,الصفا,24.6733699,46.7492339,Restaurants,3,134,True,True,0,20,20,11,5,10,1,76,14
578,ar rimayah,الرماية,24.7505481,46.8528292,Restaurants,4,134,True,True,1,15,7,6,4,5,0,37,8
579,as safarat,السفارات,24.6669278,46.6263824,Restaurants,4,134,False,True,1,7,5,6,7,14,0,75,26
580,al hazm,الحزم,24.5419792,46.65868529999999,Coffee,3,134,True,True,1,17,4,3,7,0,0,110,19
581,ash sharq,الشرق,24.9101457,46.9280218,Coffee,4,133,True,True,0,0,2,0,0,0,0,41,5
582,al futah,الفوطة,24.6429876,46.7163652,Restaurants,4,133,True,True,0,20,20,20,14,12,1,56,28
583,al wadi,الوادي,24.7848771,46.7025429,Coffee,4,651,True,True,1,20,20,14,20,8,1,33,28
584,al janadriyah,الجنادرية,24.8119711,46.8848369,Restaurants,3,133,True,True,0,20,4,9,2,2,0,94,11
585,al malqa,الملقا,24.7751535,46.630169,Coffee,4,133,True,False,1,20,20,17,17,8,1,24,19
586,as sulai,السلي,24.6578892,46.8123103,Restaurants,3,131,False,True,0,15,20,5,0,0,0,9,5
587,al malaz,الملز,24.670738,46.7296203,Restaurants,4,652,True,True,1,20,20,20,20,8,1,52,17
588,jarir,جرير,24.6826763,46.7560195,Coffee,4,131,True,True,0,20,20,11,2,13,1,37,15
589,as safarat,السفارات,24.6894117,46.6341084,Coffee,4,131,True,True,1,19,12,14,7,14,0,0,21
590,ar rimal,الرمال,24.8338713,46.7669357,Restaurants,4,131,False,True,1,20,7,5,11,1,0,77,5
591,an narjis,النرجس,24.8108338,46.6459176,Coffee,4,130,True,True,0,20,20,17,13,3,1,78,20
592,an nasim ash sharqi,النسيم الشرقي,24.752641,46.82154000000001,Coffee,3,130,False,True,1,20,19,14,14,4,1,65,18
593,dhahrat al badiah,ظهرة البديعة,24.5828363,46.6563384,Coffee,4,130,True,True,1,20,6,2,1,7,0,69,14
594,al masif,المصيف,24.7643001,46.6803353,Restaurants,4,130,True,True,1,20,20,16,16,6,1,52,23
595,umm salim,ام سليم,24.6314388,46.6982361,Restaurants,3,129,False,True,1,20,15,17,11,11,1,99,26
596,tuwaiq,طويق,24.5547665,46.5103075,Restaurants,4,128,True,True,1,20,2,5,3,0,0,106,9
597,an narjis,النرجس,24.8828046,46.6050815,Coffee,4,128,False,True,1,20,20,10,2,0,0,30,9
598,al hamra,الحمراء,24.7712073,46.763484,Coffee,3,128,True,True,1,20,20,16,20,8,1,60,17
599,ar rayan,الريان,24.727064,46.7653995,Restaurants,4,128,True,True,1,20,16,6,12,9,0,63,27
600,al janadriyah,الجنادرية,24.8012393,46.8823045,Coffee,4,128,True,True,1,20,4,15,5,2,0,93,13
601,ishbiliyah,اشبيلية,24.7792228,46.7985981,Coffee,4,128,True,True,1,20,7,11,10,6,0,36,21
602,al khalij,الخليج,24.7652065,46.8033411,Restaurants,4,128,True,True,1,20,9,12,12,4,0,24,15
603,al mughrizat,المغرزات,24.757373,46.7190849,Coffee,4,128,True,True,1,20,20,9,20,8,0,48,44
604,al hazm,الحزم,24.5416123,46.64907609999999,Coffee,4,657,True,True,1,17,1,3,4,0,0,93,14
605,al misfat,المصفاة,24.5365786,46.8835263,Restaurants,3,127,True,True,1,2,20,6,0,0,0,29,2
606,tuwaiq,طويق,24.560194,46.52997449999999,Restaurants,4,126,True,True,0,20,11,4,5,1,0,110,9
607,al faiha,الفيحاء,24.685023,46.8221335,Coffee,3,126,True,True,0,20,11,7,5,3,0,74,13
608,al ulaya,العليا,24.6924911,46.6738362,Coffee,3,126,True,True,0,20,20,20,20,4,1,116,36
609,al khalij,الخليج,24.765345,46.7843285,Coffee,4,126,False,True,1,20,7,5,11,6,0,9,21
610,ar rayan,الريان,24.72258,46.787611,Coffee,3,125,True,True,0,20,8,9,8,10,0,63,29
611,an nasim al gharbi,النسيم الغربي,24.7253658,46.8217445,Restaurants,4,125,True,True,0,20,14,10,8,5,0,98,3
612,dhahrat namar,ظهرة نمار,24.5714577,46.6140413,Restaurants,4,125,True,True,0,20,13,8,14,2,0,40,14
613,an nasim al gharbi,النسيم الغربي,24.7229762,46.8269582,Coffee,4,125,True,True,0,20,11,10,7,4,0,18,4
614,al khalij,الخليج,24.7628984,46.7995967,Restaurants,3,763,True,True,0,20,8,9,10,5,0,22,14
615,as safa,الصفا,24.678181,46.77222099999999,Coffee,4,125,False,False,1,20,15,14,7,7,0,78,10
616,al masif,المصيف,24.7634298,46.6783641,Restaurants,3,124,True,True,0,20,20,15,17,7,1,80,21
617,al mahdiyah,المهدية,24.6447573,46.5493065,Coffee,4,123,True,True,0,18,11,4,14,1,0,57,16
618,ad dar al baida,الدار البيضاء,24.5862047,46.77171269999999,Coffee,4,123,True,True,0,20,6,5,11,3,0,48,23
619,ash shifa,الشفا,24.5704357,46.6995335,Coffee,4,122,True,True,0,20,4,7,3,8,0,115,17
620,king fahd,الملك فهد,24.7408675,46.6737431,Coffee,4,121,True,True,0,20,20,20,13,12,1,98,18
621,ash shimaisi,الشميسي,24.6179205,46.7028547,Restaurants,3,121,True,True,1,20,10,12,11,9,0,43,21
622,as sulimaniyah,السليمانية,24.72069,46.692103,Coffee,4,657,True,True,1,20,20,17,20,5,1,85,22
623,al faiha,الفيحاء,24.6698274,46.8110964,Coffee,4,121,True,True,1,20,20,5,2,3,0,85,8
624,al mutamarat,المؤتمرات,24.6660562,46.68203889999999,Restaurants,4,120,True,True,0,20,16,14,19,9,0,86,18
625,al khalidiyah,الخالدية,24.6306935,46.7448055,Restaurants,4,120,True,True,1,20,20,10,0,2,0,24,7
626,al malaz,الملز,24.6579711,46.7357205,Coffee,3,119,True,True,1,20,20,18,15,8,1,25,14
627,al misfat,المصفاة,24.5360028,46.8858809,Restaurants,3,119,True,True,1,2,20,4,0,0,0,99,2
628,sultanah,سلطانة,24.5960168,46.6974151,Coffee,4,119,True,True,1,20,10,16,4,6,0,12,13
629,an nasim al gharbi,النسيم الغربي,24.7449913,46.8439533,Restaurants,4,118,True,True,0,20,9,9,4,3,0,47,12
630,king fahd,الملك فهد,24.7372725,46.664919,Restaurants,4,657,True,True,1,20,20,20,18,9,1,37,14
631,manfuhah,منفوحة,24.5975256,46.7294583,Restaurants,3,118,True,True,1,20,17,16,12,0,0,56,12
632,al maizilah,المعيزلة,24.7668975,46.8244154,Restaurants,4,117,True,True,0,20,16,10,20,6,0,57,15
633,al hamra,الحمراء,24.7627081,46.74689859999999,Restaurants,4,117,True,True,0,20,20,15,15,6,1,32,10
634,an nafl,النفل,24.7817297,46.6837232,Coffee,4,1066,True,True,0,20,20,14,14,4,1,60,40
635,al wadi,الوادي,24.7912604,46.701745,Coffee,4,659,True,True,1,20,20,15,20,9,1,18,20
636,al izdihar,الازدهار,24.782288,46.7310172,Restaurants,3,117,True,True,0,20,18,13,20,4,0,21,23
637,shubra,شبرا,24.5763113,46.67794809999999,Coffee,4,117,False,True,1,20,5,5,4,8,0,76,15
638,king saud university,جامعة الملك سعود,24.7076123,46.6272134,Coffee,4,662,False,True,1,20,5,10,7,2,0,28,5
639,an nafl,النفل,24.78562,46.683698,Restaurants,4,116,True,True,0,20,20,13,17,6,1,36,39
640,al quds,القدس,24.7544328,46.7456963,Coffee,3,116,True,True,0,15,20,14,14,7,1,33,19
641,ar rayan,الريان,24.7209247,46.7745753,Coffee,2,116,False,True,0,20,17,9,13,9,0,99,28
642,as safa,الصفا,24.6732225,46.7536029,Restaurants,4,116,True,True,1,20,19,8,2,10,0,33,14
643,king abdul aziz,الملك عبدالعزيز,24.7302524,46.6953053,Restaurants,4,116,True,True,1,20,15,10,7,7,0,49,17
644,ar rimayah,الرماية,24.7858693,46.8799774,Restaurants,3,116,True,True,1,20,2,9,4,1,0,65,4
645,ar rabi,الربيع,24.7930669,46.6749081,Restaurants,4,627,True,True,0,20,20,7,14,7,1,68,31
646,al uraija al wusta,العريجاء الوسطى,24.5978313,46.6462004,Coffee,3,114,True,False,0,20,5,2,0,6,0,9,7
647,ad dar al baida,الدار البيضاء,24.5668734,46.8000062,Coffee,4,114,True,False,0,20,4,4,2,3,0,124,6
648,al marqab,المرقب,24.638431,46.7223786,Restaurants,4,114,True,True,0,20,20,20,17,13,1,26,22
649,al mishal,المشاعل,24.6010112,46.8658065,Restaurants,3,114,True,True,0,2,20,8,0,0,0,15,3
650,at taawn,التعاون,24.7725569,46.6977611,Coffee,4,114,True,True,0,20,20,15,16,9,1,100,29
651,al mughrizat,المغرزات,24.7617111,46.716671,Restaurants,3,114,True,True,1,20,20,12,20,10,1,63,40
652,an nasim al gharbi,النسيم الغربي,24.7434154,46.8387108,Restaurants,3,114,True,True,1,20,9,10,4,3,0,78,15
653,al mansurah,المنصورة,24.5995938,46.75493030000001,Coffee,3,114,True,True,1,20,13,11,20,3,0,9,27
654,al mughrizat,المغرزات,24.765152,46.7157758,Coffee,4,113,False,True,0,20,20,13,20,11,1,51,38
655,tuwaiq,طويق,24.5543423,46.5115557,Coffee,3,663,True,True,1,20,2,5,3,0,0,59,10
656,king saud university,جامعة الملك سعود,24.7372317,46.6302668,Restaurants,3,969,True,True,0,7,17,12,7,4,0,110,16
657,an narjis,النرجس,24.8920528,46.6019513,Restaurants,3,113,True,True,1,18,16,8,1,0,0,9,10
658,as safarat,السفارات,24.680462,46.62330499999999,Coffee,4,112,True,True,0,10,11,14,7,20,0,48,32
659,al masani,المصانع,24.5938125,46.7354375,Coffee,4,112,True,True,0,20,17,19,14,1,0,50,15
660,al mughrizat,المغرزات,24.7602776,46.72069339999999,Restaurants,3,519,True,True,0,20,20,12,20,8,1,37,41
661,dhahrat al badiah,ظهرة البديعة,24.5962815,46.6807516,Restaurants,3,112,True,True,0,20,3,12,4,4,0,26,12
662,al hamra,الحمراء,24.7689023,46.7632585,Coffee,4,112,False,True,1,20,20,16,20,7,1,14,15
663,al munsiyah,المونسية,24.8152164,46.7773355,Restaurants,4,549,True,True,0,20,20,14,19,1,0,39,10
664,an narjis,النرجس,24.8335429,46.65747200000001,Restaurants,4,111,True,True,0,18,18,7,7,3,0,63,8
665,an narjis,النرجس,24.8180194,46.6866599,Coffee,4,671,True,True,1,13,17,11,12,1,0,5,3
666,al yarmuk,اليرموك,24.7986515,46.7828174,Restaurants,4,111,True,True,1,20,20,15,20,3,1,74,14
667,qurtubah,قرطبة,24.800557,46.7395413,Restaurants,4,110,True,True,0,20,20,17,20,7,1,14,24
668,ghirnatah,غرناطة,24.7964719,46.741711,Restaurants,4,675,True,True,1,20,20,19,20,7,1,54,25
669,dhahrat namar,ظهرة نمار,24.552543,46.6259227,Coffee,4,110,True,True,0,10,6,2,6,1,0,113,12
670,al janadriyah,الجنادرية,24.7876434,46.8767395,Coffee,4,110,False,True,0,20,2,9,4,1,0,75,5
671,al maizilah,المعيزلة,24.7799562,46.8271013,Restaurants,4,110,True,True,1,16,6,6,20,4,0,19,6
672,al mahdiyah,المهدية,24.628157,46.5271635,Coffee,4,109,True,True,0,20,8,2,4,0,0,9,11
673,an narjis,النرجس,24.8118472,46.6052377,Restaurants,4,109,True,True,1,16,20,20,12,3,1,9,22
674,ishbiliyah,اشبيلية,24.786127,46.7994324,Restaurants,3,109,True,False,1,20,8,13,13,4,0,81,14
675,tuwaiq,طويق,24.5548921,46.510569,Coffee,4,108,True,True,0,20,2,5,3,0,0,42,9
676,al yasmin,الياسمين,24.8028318,46.6255733,Coffee,3,660,True,True,0,20,20,20,20,6,1,59,14
677,thulaim,ثليم,24.6401326,46.7190247,Restaurants,3,108,True,True,0,20,20,20,17,14,1,33,23
678,ar rabi,الربيع,24.7960101,46.676627,Restaurants,4,108,True,True,1,20,20,3,10,6,0,6,27
679,al mahdiyah,المهدية,24.6378597,46.5368581,Restaurants,4,675,True,True,1,19,12,3,7,1,0,34,21
680,ad dirah,الديرة,24.6287787,46.7095877,Coffee,4,107,True,True,1,20,17,20,15,9,1,0,25
681,as sahafah,الصحافة,24.7858013,46.6458789,Coffee,3,107,True,True,1,20,20,17,20,9,1,76,23
682,ash shimaisi,الشميسي,24.628376,46.6965743,Restaurants,3,106,False,True,1,20,10,14,12,11,0,26,21
683,an nasim al gharbi,النسيم الغربي,24.7501161,46.8223002,Coffee,3,105,True,True,1,20,17,14,11,3,0,121,15
684,ad dar al baida,الدار البيضاء,24.5809045,46.7813479,Restaurants,4,104,True,True,1,20,4,7,10,4,0,58,18
685,al manakh,المناخ,24.6269883,46.7842791,Restaurants,3,103,True,True,0,5,10,15,0,2,0,7,2
686,al khalidiyah,الخالدية,24.631467,46.7474948,Restaurants,4,103,True,True,0,20,20,11,0,3,0,94,7
687,al mahdiyah,المهدية,24.6396799,46.53992419999999,Coffee,4,680,True,True,1,16,13,2,9,1,0,63,21
688,al muhammadiyah,المحمدية,24.7437076,46.658312,Restaurants,4,103,True,True,1,20,20,20,17,11,1,94,15
689,ar rawdah,الروضة,24.7310565,46.7541373,Coffee,4,1011,True,True,0,20,13,7,10,5,0,74,30
