,Unnamed: 0,place_id,name,name2,neighbhood,neighbhood2,nameAr,lat,lng,types,rating,user_ratings_total,rated1,rated2,rated3,rated4,rated5,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,revenues,FemaleNonSaudi,MaleNonSaudi,FemaleSaudi,MaleSaudi,total_labor,Teens,20s,30s,40s,50s,60s,CompNum,isSuccessful
273,273,ChIJjXE9P_cDLz4RLriVFu5jdZ4,ماستر پيس كافيه,ماستر پيس كافيه,Al Ulaya,al ulaya,العليا,24.714738,46.6774353,Coffee,4,359,0,51,0,102,205,True,True,0,20,20,20,20,7,215905,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,44,1
274,274,ChIJfQ0ypfwDLz4RZyxSAcLZTuU,ألفا كافيه,ألفا كافيه,Al Ulaya,al ulaya,العليا,24.7102193,46.6855089,Coffee,4,177,50,0,0,0,126,False,True,0,20,20,20,20,6,169195,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,41,1
275,275,ChIJTWTMnvIDLz4RcMiEZ8Jy0X0,Carve Coffee Bar,CARVE COFFEE BAR,Al Ulaya,al ulaya,العليا,24.7144375,46.6768125,Coffee,4,442,0,63,0,63,315,True,True,0,20,20,20,20,7,208894,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,43,1
276,276,ChIJcVyb-OwdLz4RcQiui3k_E9Y,,Starbucks,,al ulaya,العليا,24.6743159,46.6683804,Coffee,4,43,4,0,0,0,38,True,True,0,16,12,6,17,5,201714,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,20,0
277,277,ChIJp4o6uVIDLz4R-VFWM2JosB4,,ريتشوني,,al ulaya,العليا,24.6753917,46.6714109,Coffee,4,1247,0,249,0,498,498,True,True,1,16,17,11,20,5,235162,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,22,0
278,278,ChIJR-RtybUDLz4RJVNZfLg2imA,مقهى ركن دريم,مقهى ركن دريم,Al Ulaya,al ulaya,العليا,24.6869152,46.689352,Coffee,4,44,7,0,0,7,29,True,True,1,20,20,20,20,8,343628,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,24,1
279,279,ChIJwajTOwADLz4RIsisktPmbjM,March Coffee مارش كوفي,March Coffee مارش كوفي,Al Ulaya,al ulaya,العليا,24.6858635,46.6871148,Coffee,4,8,0,0,8,0,0,True,True,1,20,20,20,20,9,345833,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,30,1
280,280,ChIJRaCziz0DLz4R6oEHqn4Aveo,Starbucks,Starbucks,Al Ulaya,al ulaya,العليا,24.6988,46.6899,Coffee,4,1089,0,0,435,217,435,True,True,1,20,20,20,20,2,339963,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,32,1
281,281,ChIJK8Q1e6kDLz4Rbh62pThqv_A,كوستا,كوستا,Al Ulaya,al ulaya,العليا,24.698888,46.690212,Coffee,4,529,66,0,264,132,66,True,True,1,20,20,20,20,2,339963,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,32,1
282,282,ChIJmxIuQ83jLj4Rqk0WK9cN95s, محمصة ومقهى قاف, محمصة ومقهى قاف,Al Ulaya,al ulaya,العليا,24.6867221,46.6889223,Coffee,4,255,0,0,31,191,31,False,True,1,20,20,20,20,8,340371,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,24,1
283,283,ChIJic2Xxs8DLz4RZ4xALOyeCZs,سمبريرو,سمبريرو,Al Ulaya,al ulaya,العليا,24.7019244,46.6957453,Coffee,4,429,0,47,143,0,238,True,True,1,20,20,17,20,4,352910,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,27,1
284,284,ChIJkZTsSkcDLz4RIawzYeRiEgQ,Starbucks,Starbucks,Al Ulaya,al ulaya,العليا,24.6875936,46.6870273,Coffee,3,4,1,0,0,1,1,False,True,0,20,20,20,20,8,341918,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,34,1
285,285,ChIJryC6ZvADLz4Racnythbn7dQ,Costa Coffee,Costa Coffee,Al Ulaya,al ulaya,العليا,24.6804594,46.6872667,Coffee,3,46,18,0,0,9,18,True,True,1,20,20,17,20,9,375366,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,29,1
286,286,ChIJm-Uo_MYDLz4RD0MtTKpzksg,Costa Coffee,Costa Coffee,Al Ulaya,al ulaya,العليا,24.6795938,46.6865378,Coffee,2,7,3,0,1,1,2,True,True,0,20,20,18,20,9,263980,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,29,1
287,287,ChIJS9dalr4DLz4R6JqFIvsZAwc,Grass Roots Coffee,Grass Roots Coffee,Al Ulaya,al ulaya,العليا,24.6938865,46.6853907,Coffee,3,83,9,9,9,0,55,True,True,0,20,20,20,20,6,332571,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,43,1
288,288,ChIJMWMm4BkDLz4RyzRjwGlZ_6Q,ستاربكس,ستاربكس,Al Ulaya,al ulaya,العليا,24.6788,46.6912,Coffee,4,358,44,0,44,44,223,True,True,1,20,20,18,20,8,243918,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,18,1
289,289,ChIJTfTiK3cDLz4RosPBdtJc244,Costa Smc Tower 2,Costa smc tower 2,Al Ulaya,al ulaya,العليا,24.6804586,46.6872664,Coffee,3,4,2,0,0,0,2,True,True,0,20,20,17,20,9,375366,21832,24261,21005,30553,57635,12116,20781,25033,14337,7240,2946,29,1
290,290,ChIJc8jYV2sdLz4Rvi-reDONF10,,Ismail Restaurant,,al madhar,المعذر,24.671782,46.6633941,Restaurants,4,286,71,0,0,35,178,True,True,0,10,10,7,13,5,148900,4361,9208,1276,1653,9737,2047,3510,4229,2422,1223,497,10,0
291,291,ChIJl77XPK0dLz4R9YVaDycfJIs,,مطعم المعذر,,al madhar,المعذر,24.6725814,46.6634836,Restaurants,3,366,0,0,0,0,0,True,True,0,12,11,7,14,5,171727,4361,9208,1276,1653,9737,2047,3510,4229,2422,1223,497,11,0
292,292,ChIJgdStEgMFLz4RNoZ-WoK2RrQ,,زعتر و زيت,,al mutamarat,المؤتمرات,24.6660473,46.6820168,Restaurants,3,1263,157,0,157,0,947,True,True,0,20,16,14,19,9,136794,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,18,0
293,293,ChIJYRfpsqUELz4RgzIb3b5QNU4,,عالخفيف | Alkhafeef,,al mutamarat,المؤتمرات,24.6643478,46.6824813,Restaurants,4,291,48,0,0,48,194,True,True,0,20,16,12,14,8,135683,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,17,0
294,294,ChIJZY5joE0FLz4RbeTWst7ner8,,برجريشن,,al mutamarat,المؤتمرات,24.6663125,46.6829375,Restaurants,3,167,0,20,62,20,62,True,True,1,20,15,16,18,9,152966,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,18,0
295,295,ChIJ_wvZkcgFLz4R4gAuEp34nwo,,Masami sushi مسامي سوشي,,al mutamarat,المؤتمرات,24.6660562,46.6820389,Restaurants,4,120,0,0,0,0,0,True,True,0,20,16,14,19,9,136794,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,18,0
296,296,ChIJX4c4jr0FLz4RqdnHGEyrzEk,مكسيكا,مكسيكا,Al Mutamarat,al mutamarat,المؤتمرات,24.6656103,46.6819367,Restaurants,4,319,0,0,53,106,159,True,True,1,20,17,14,18,9,140723,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,18,1
297,297,ChIJ85LtvGsDLz4R3VjBi-T3kn4,كانتين,كانتين,Al Mutamarat,al mutamarat,المؤتمرات,24.6778347,46.6929922,Restaurants,4,1196,149,149,149,299,448,True,True,0,20,20,17,20,9,240290,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,17,1
298,298,ChIJibOUEK4FLz4RcAvfI87YErE,And Coffee,AND COFFEE,Al Mutamarat,al mutamarat,المؤتمرات,24.6664952,46.6832766,Coffee,4,1050,0,0,0,525,525,True,True,1,20,17,16,20,9,169013,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,18,1
299,299,ChIJgyv1Bb8FLz4RWfzmAZ_dEgc,,Costa Coffee,,al mutamarat,المؤتمرات,24.662561,46.685651,Coffee,5,3,0,0,0,0,3,True,True,0,19,16,15,13,8,132109,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,14,0
300,300,ChIJme_c2kkFLz4REC8U51owtWk,كاريبو كوفي,كاريبو كوفي,Al Mutamarat,al mutamarat,المؤتمرات,24.674743,46.695736,Coffee,4,468,0,0,0,133,334,False,True,1,20,20,19,20,12,191918,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,16,1
301,301,ChIJx-5PDJcDLz4Rg0jx-VGnKl4,شركة السيد,شركة السيد,Al Mutamarat,al mutamarat,المؤتمرات,24.6744714,46.6924335,Coffee,5,1,0,0,0,0,1,True,True,0,20,20,19,20,8,190643,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,16,1
302,302,ChIJtbNhaCsDLz4Rz8W8IBogvl0,ذا فيرست,ذا فيرست,Al Mutamarat,al mutamarat,المؤتمرات,24.6746382,46.6918931,Coffee,4,39,5,5,0,0,27,True,True,0,20,20,19,20,8,192044,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,16,1
303,303,ChIJM3TIygUDLz4RQe14_xN4mHU,Akram,Akram,Al Mutamarat,al mutamarat,المؤتمرات,24.6771471,46.6839795,Coffee,0,0,0,0,0,0,0,True,True,0,20,20,17,20,7,209088,1255,1253,1434,1171,3017,634,1088,1310,750,379,154,24,1
304,304,ChIJl53-vUwbLz4RMo9m4SeB66Y,,مطعم موسى اكلات سودانية,,ash sharafiyah,الشرفية,24.6526129,46.6693752,Restaurants,4,1339,0,0,0,297,1041,True,True,1,17,2,2,4,4,104000,3931,6413,3697,5164,11335,2383,4087,4923,2819,1423,579,12,0
305,305,ChIJI00JokwbLz4RKPwa1nyaCaI,,مشروبات ساخنة قهوة صديق,,ash sharafiyah,الشرفية,24.6521291,46.6691492,Coffee,4,61,0,0,10,20,30,False,True,1,17,3,2,4,3,104000,3931,6413,3697,5164,11335,2383,4087,4923,2819,1423,579,12,0
306,306,ChIJL1DVPREdLz4R9tt2oVSqEiM,,ENCORE Restaurant,,as safarat,السفارات,24.6785979,46.6313436,Restaurants,4,96,0,0,0,0,96,True,True,1,13,9,17,7,17,153666,796,939,892,1177,2245,472,809,975,558,282,114,35,0
307,307,ChIJi-cQsv0dLz4R9GTX6ZEYmZo,,"Olea Cafe, Kitchen & Lounge",,as safarat,السفارات,24.6666535,46.6228307,Restaurants,4,18,2,0,0,2,12,True,True,1,7,5,7,8,16,141000,796,939,892,1177,2245,472,809,975,558,282,114,26,0
308,308,ChIJMcw2bWAdLz4RbVR1nCSkslU,,Eggs & Flour,,as safarat,السفارات,24.6791016,46.6234238,Restaurants,4,54,0,0,0,27,27,True,True,1,11,10,15,7,20,153666,796,939,892,1177,2245,472,809,975,558,282,114,32,0
309,309,ChIJsTOBkSYdLz4RhlFDAuk8V3Y,,كوجي,,as safarat,السفارات,24.6746995,46.6235421,Restaurants,4,52,0,0,6,13,32,True,True,0,11,6,12,9,17,153666,796,939,892,1177,2245,472,809,975,558,282,114,29,0
310,310,ChIJYxj1gU8dLz4RtfpzVV4jpcA,,Mesquite مسكيت,,as safarat,السفارات,24.6745977,46.6236188,Restaurants,4,26,3,0,3,3,14,False,True,0,11,6,12,9,17,153666,796,939,892,1177,2245,472,809,975,558,282,114,29,0
311,311,ChIJuTlxPWIcLz4REiMI5IG8uKE,,Al Orjouan,,as safarat,السفارات,24.6635616,46.6301305,Restaurants,4,745,0,0,93,93,558,False,True,0,4,4,6,7,9,141000,796,939,892,1177,2245,472,809,975,558,282,114,21,0
312,312,ChIJsYoSF2cdLz4RNBcPIYqtMPE,,10:10 Lounge,,as safarat,السفارات,24.6739756,46.6243761,Restaurants,3,160,0,0,0,45,114,True,True,1,11,6,12,9,18,153666,796,939,892,1177,2245,472,809,975,558,282,114,28,0
313,313,ChIJN06I3mYcLz4RP_vT2mTAJQw,,Raoul's,,as safarat,السفارات,24.6670207,46.6260482,Restaurants,4,145,0,0,0,41,103,False,True,1,7,5,6,7,15,141000,796,939,892,1177,2245,472,809,975,558,282,114,28,0
314,314,ChIJN06I3mYcLz4R9HXwXOu6g88,,Scott's,,as safarat,السفارات,24.6670189,46.6264442,Restaurants,4,85,17,0,0,34,34,False,True,1,7,5,6,7,14,141000,796,939,892,1177,2245,472,809,975,558,282,114,28,0
315,315,ChIJN06I3mYcLz4RuZJ3yybUaO4,,Chi Spacca,,as safarat,السفارات,24.6669278,46.6263824,Restaurants,4,134,0,0,0,33,100,False,True,1,7,5,6,7,14,141000,796,939,892,1177,2245,472,809,975,558,282,114,26,0
316,316,ChIJN06I3mYcLz4RnZOdg8s4aLg,,Madeo,,as safarat,السفارات,24.6670207,46.6260482,Restaurants,3,191,27,0,27,54,81,False,True,1,7,5,6,7,15,141000,796,939,892,1177,2245,472,809,975,558,282,114,28,0
317,317,ChIJN06I3mYcLz4RnURsYV8e9ns,,Gymkhana,,as safarat,السفارات,24.6671866,46.6273991,Restaurants,4,407,58,0,0,0,348,False,True,1,7,5,6,7,15,141000,796,939,892,1177,2245,472,809,975,558,282,114,28,0
318,318,ChIJN06I3mYcLz4Rqvns08FYy0c,,ferdi,,as safarat,السفارات,24.6670207,46.6260482,Restaurants,4,502,55,0,167,111,167,False,True,1,7,5,6,7,15,141000,796,939,892,1177,2245,472,809,975,558,282,114,28,0
319,319,ChIJN06I3mYcLz4R7NeGd2CEfQo,,Spago,,as safarat,السفارات,24.6669672,46.6264184,Restaurants,4,166,0,41,0,0,124,False,True,1,7,5,6,7,14,141000,796,939,892,1177,2245,472,809,975,558,282,114,27,0
320,320,ChIJN06I3mYcLz4RYT_gHemNsHU,,WAGYUMAFIA,,as safarat,السفارات,24.6670207,46.6260482,Restaurants,4,24,0,0,0,4,19,False,True,1,7,5,6,7,15,141000,796,939,892,1177,2245,472,809,975,558,282,114,28,0
321,321,ChIJpQMxihkdLz4RN7fPqhXG60U,,KAYZO By MYAZU DQ,,as safarat,السفارات,24.6744957,46.6250376,Restaurants,4,165,0,0,20,41,103,True,True,1,11,6,12,8,16,153666,796,939,892,1177,2245,472,809,975,558,282,114,30,0
322,322,ChIJD951E_scLz4RGPDq2PMUCAQ,,Islamabad Restaurant,,as safarat,السفارات,24.6876359,46.6399498,Restaurants,4,240,0,34,34,34,137,True,True,0,14,10,15,7,9,155416,796,939,892,1177,2245,472,809,975,558,282,114,17,0
323,323,ChIJL5GMffIdLz4Rx8lB6mJllaM,,Riwayat Restaurant,,as safarat,السفارات,24.6867354,46.6377249,Restaurants,4,19,2,0,0,0,16,True,True,1,12,11,16,8,11,159500,796,939,892,1177,2245,472,809,975,558,282,114,25,0
324,324,ChIJb0ZlSD4dLz4Ruu_lr4OTtXQ,,GASTRONOMIC RESTAURANT,,as safarat,السفارات,24.6936772,46.6325652,Restaurants,5,1,0,0,0,0,0,True,True,0,20,10,15,7,12,152300,796,939,892,1177,2245,472,809,975,558,282,114,16,0
325,325,ChIJVWk04H0dLz4RYe6ajrp0XLI,,سانتيني,,as safarat,السفارات,24.691098,46.6334659,Restaurants,4,1321,0,0,0,0,0,True,True,0,20,11,14,7,15,163888,796,939,892,1177,2245,472,809,975,558,282,114,19,0
326,326,ChIJyyt2w1AdLz4Riwh6yxKdARw,,The Larder Restaurant and Lounge,,as safarat,السفارات,24.684245,46.6254416,Restaurants,4,4,0,0,0,0,0,False,True,0,9,9,16,7,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,22,0
327,327,ChIJDzS1mQQdLz4RqaQTMDdl6ZI,,يوجي,,as safarat,السفارات,24.6814984,46.6233544,Restaurants,3,82,49,16,0,16,0,True,True,1,9,10,13,6,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,32,0
328,328,ChIJuZPO7ZIdLz4RZwMxGnKnis8,,Russo’s NewYork pizzeria,,as safarat,السفارات,24.6810183,46.6232923,Restaurants,4,148,0,0,18,18,111,True,True,0,9,10,14,7,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,32,0
329,329,ChIJ3w68hQ8dLz4ROHkt0dzOwK0,,Circle 3 cafe,,as safarat,السفارات,24.6820085,46.6252153,Restaurants,4,80,13,0,0,26,40,False,True,0,9,10,14,5,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,29,0
330,330,ChIJJSCYTrsdLz4RbSjehuXyZZk,,Zodiac Garden,,as safarat,السفارات,24.6866702,46.621416,Restaurants,3,1,0,0,0,0,0,False,True,0,8,10,12,3,20,30000,796,939,892,1177,2245,472,809,975,558,282,114,19,0
331,331,ChIJv1nm-tEdLz4RgQ8TxKQa_C4,,B+F,,as safarat,السفارات,24.6935031,46.6322539,Restaurants,4,6,0,0,2,0,4,True,True,1,20,10,15,7,12,164222,796,939,892,1177,2245,472,809,975,558,282,114,17,0
332,332,ChIJLaWJ5YYdLz4R_tia4RFQ0AY,,LA RUSTICA Terrazza,,as safarat,السفارات,24.6848706,46.6254452,Restaurants,4,847,105,105,105,211,317,True,True,0,9,9,16,7,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,22,0
333,333,ChIJoSdxr6AdLz4Ryz7NgIP2a2c,,The Groves Pizzeria,,as safarat,السفارات,24.6866365,46.6215423,Restaurants,3,13,2,2,2,4,2,True,True,1,9,10,12,3,20,30000,796,939,892,1177,2245,472,809,975,558,282,114,19,0
334,334,ChIJZcLYN2EdLz4ReVwZ6Zq_sx0,,مطعم ليلى,,as safarat,السفارات,24.6797008,46.6192398,Restaurants,3,12,1,1,1,0,6,True,True,0,12,10,12,7,20,141000,796,939,892,1177,2245,472,809,975,558,282,114,31,0
335,335,ChIJsUKK07YdLz4RQjgbpH46bXk,,The Coffee Table,,as safarat,السفارات,24.6743101,46.6235622,Coffee,4,173,0,0,0,0,0,True,True,0,11,6,12,9,18,153666,796,939,892,1177,2245,472,809,975,558,282,114,28,0
336,336,ChIJN06I3mYcLz4RZQz3ekPhZp4,,OVER UNDER,,as safarat,السفارات,24.6669232,46.6267027,Coffee,4,276,34,34,0,34,172,False,True,1,7,6,6,7,15,141000,796,939,892,1177,2245,472,809,975,558,282,114,26,0
337,337,ChIJrS6SUo8dLz4RwntclOcmhkE,,Sard Alsafarat | سرد السفارات,,as safarat,السفارات,24.6730049,46.6241519,Coffee,4,54,0,6,0,0,47,True,True,1,11,6,12,9,17,153666,796,939,892,1177,2245,472,809,975,558,282,114,28,0
338,338,ChIJq5eE2fMdLz4RRlwNmmYARJw,,Rovetta Cafe,,as safarat,السفارات,24.6735252,46.6232696,Coffee,4,62,0,10,10,10,31,True,True,1,11,6,12,9,17,153666,796,939,892,1177,2245,472,809,975,558,282,114,28,0
339,339,ChIJX6Q5p1scLz4RozuNJM5Tm8A,,ستاربكس,,as safarat,السفارات,24.6754786,46.6247847,Coffee,4,1074,306,153,0,0,613,True,True,1,11,7,12,7,17,153666,796,939,892,1177,2245,472,809,975,558,282,114,29,0
340,340,ChIJ5b7vNnQdLz4RmJo4o3Rsxl4,,Star buck's Coffee,,as safarat,السفارات,24.6734313,46.6232151,Coffee,4,6,0,0,0,0,0,True,True,0,11,6,12,9,17,153666,796,939,892,1177,2245,472,809,975,558,282,114,28,0
341,341,ChIJ_9qdzmccLz4RxgVHWZMqHf8,,ستاربكس,,as safarat,السفارات,24.6665229,46.6230669,Coffee,3,143,40,40,0,20,40,True,True,1,6,5,6,8,16,141000,796,939,892,1177,2245,472,809,975,558,282,114,26,0
342,342,ChIJCyxq76cdLz4REHLrpUBbcM8,,دولتشي راغوزا,,as safarat,السفارات,24.6779002,46.6231173,Coffee,4,278,79,0,0,119,79,True,True,1,12,10,13,7,20,153666,796,939,892,1177,2245,472,809,975,558,282,114,32,0
343,343,ChIJ7y_WdEEdLz4RUastE-_RELM,,محمصة و مقهى كويارد,,as safarat,السفارات,24.6930025,46.6317845,Coffee,3,266,0,0,0,133,133,False,True,0,20,11,15,7,12,179875,796,939,892,1177,2245,472,809,975,558,282,114,18,0
344,344,ChIJKUno9o8dLz4RSXb-rI4MoC0,,Cheminee,,as safarat,السفارات,24.6928255,46.6291391,Coffee,3,636,0,79,79,159,318,False,True,0,20,10,15,7,13,179875,796,939,892,1177,2245,472,809,975,558,282,114,19,0
345,345,ChIJ08fsT9wdLz4RMWtdcOrhO4Q,,كافينيشن,,as safarat,السفارات,24.6937522,46.6318671,Coffee,4,747,0,0,0,83,664,True,True,0,20,10,15,7,12,164222,796,939,892,1177,2245,472,809,975,558,282,114,16,0
346,346,ChIJK0xpX1scLz4RGL1mkfEi6sE,,ستاربكس,,as safarat,السفارات,24.6855602,46.6256426,Coffee,4,1169,438,0,0,146,584,True,True,1,9,11,16,7,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,22,0
347,347,ChIJT5Mg7lEcLz4RHgmzv76d_H0,,د.كيف,,as safarat,السفارات,24.681928,46.6230908,Coffee,4,310,0,0,34,68,206,True,True,1,9,11,13,6,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,29,0
348,348,ChIJSQ613sQdLz4ROWd-aL98yC0,,كاريبو كوفي حي السفارات,,as safarat,السفارات,24.680462,46.623305,Coffee,4,112,16,0,64,16,16,True,True,0,10,11,14,7,20,136000,796,939,892,1177,2245,472,809,975,558,282,114,32,0
349,349,ChIJ5XSwgSAdLz4RQDzNG0kJlUM,,WACAFE Al Safarat | وكف السفارات,,as safarat,السفارات,24.6806665,46.6232218,Coffee,4,204,0,0,0,0,204,True,True,1,9,11,14,7,20,136000,796,939,892,1177,2245,472,809,975,558,282,114,32,0
350,350,ChIJh-s6MHQdLz4Ryg9VwKnzQd8,,HS COFFEE,,as safarat,السفارات,24.6835673,46.617843,Coffee,1,1,0,0,0,0,0,True,True,0,12,9,11,3,20,136000,796,939,892,1177,2245,472,809,975,558,282,114,19,0
351,351,ChIJH0dgGVIcLz4R2WdJQAeScMs,,Birds Of Eden,,as safarat,السفارات,24.6832935,46.6231824,Coffee,5,1,0,0,0,0,0,True,True,0,9,10,14,4,20,134000,796,939,892,1177,2245,472,809,975,558,282,114,22,0
352,352,ChIJU9IgpBMdLz4RA7c_CL_4mYc,,مقهى أوندا,,as safarat,السفارات,24.6907229,46.6279923,Coffee,4,424,0,0,84,169,169,True,True,0,16,10,14,6,19,200000,796,939,892,1177,2245,472,809,975,558,282,114,19,0
353,353,ChIJ50nZyhIdLz4RWICp5VDD1E4,,مقهى جام,,as safarat,السفارات,24.6894117,46.6341084,Coffee,4,131,37,37,0,0,56,True,True,1,19,12,14,7,14,163888,796,939,892,1177,2245,472,809,975,558,282,114,21,0
354,354,ChIJRZXID0QdLz4RumhctRr1MaI,تشيكيز,تشيكيز,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7240639,46.6566164,Restaurants,3,62,26,8,8,8,8,True,True,0,19,18,19,10,5,330538,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,23,1
355,355,ChIJHZSkg5odLz4RkrWOTyXvsMg,Sufrat Al Riyadh Restaurant,Sufrat Al Riyadh Restaurant,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7244606,46.6571958,Restaurants,3,58,48,9,0,0,0,True,True,1,20,19,20,11,7,307843,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,24,1
356,356,ChIJyXpdGOXjLj4R3_Jzjydx3UI,Mongo,Mongo,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7436795,46.6582667,Restaurants,3,26,13,0,0,0,13,True,True,0,20,20,20,17,11,221478,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,15,1
357,357,ChIJmdywsBUdLz4R24puxnkFmms,Gazipur Restaurant,Gazipur Restaurant,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7367318,46.6635613,Restaurants,4,6,1,0,1,0,4,True,True,1,20,20,20,18,11,238421,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,16,1
358,358,ChIJz2_4J6TiLj4REBwke2u5lb8,ريزينج كينز,ريزينج كينز,Al Muhammadiyah,al muhammadiyah,المحمدية,24.743762,46.658268,Restaurants,4,392,0,0,56,56,280,True,True,1,20,20,20,17,11,221478,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,15,1
359,359,ChIJaTxn5QDjLj4RD3LKA54JKuk,Jollibee,Jollibee,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7440595,46.6581074,Restaurants,3,50,31,6,0,6,6,True,True,1,20,20,20,17,11,225134,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,15,1
360,360,ChIJ7x7YO6TiLj4RYgvYqqcwNng,سبأ,سبأ,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7438059,46.6576716,Restaurants,3,238,68,34,0,34,102,True,True,1,20,20,20,17,11,222676,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,15,1
361,361,ChIJ3-4-DUnjLj4RYrztFkNsN1w,Chowking,Chowking,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7437076,46.658312,Restaurants,4,103,25,0,12,0,64,True,True,1,20,20,20,17,11,222110,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,15,1
362,362,ChIJ1anc0gUdLz4R04Zvmd8ry-E,,ستاربكس,,al muhammadiyah,المحمدية,24.7207164,46.6487641,Coffee,4,680,97,97,0,97,388,True,True,1,17,18,13,6,6,349609,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,14,0
363,363,ChIJZRhszAMdLz4RYEFnPX7HcZk,Zoh Cafe زوه كافي,Zoh cafe زوه كافي,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7279576,46.6634322,Coffee,4,345,49,0,0,98,197,True,True,1,20,20,20,14,12,258525,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,26,1
364,364,ChIJFcVQ00YdLz4RXuj-1w96OrY,,سلطان القهوة,,al muhammadiyah,المحمدية,24.7212589,46.6560713,Coffee,3,570,285,0,0,190,95,True,True,0,18,18,13,10,5,335219,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,21,0
365,365,ChIJzUPeer8dLz4Rf41_6qUEq1Y,نوفمبر كوفي,نوفمبر كوفي,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7203185,46.656823,Coffee,4,53,19,0,6,13,13,True,True,1,18,19,12,10,6,331813,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,20,1
366,366,ChIJre9WRaQdLz4R2ZpDHDLZ8ek,كاريبو كوفي,كاريبو كوفي,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7387266,46.6584003,Coffee,4,495,0,0,0,0,0,True,True,0,20,20,20,19,11,254748,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,16,1
367,367,ChIJu2n72bTjLj4R6iHR-Ie3SHM,M&S Cafe,M&S cafe,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7428485,46.6576056,Coffee,4,16,0,0,4,2,9,True,True,0,20,20,20,19,11,222676,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,16,1
368,368,ChIJKVe5on_jLj4RhsmaZgVhozo,Tim Hortons تيم هورتنز,Tim Hortons تيم هورتنز,Al Muhammadiyah,al muhammadiyah,المحمدية,24.7431336,46.6587099,Coffee,3,40,6,0,13,0,20,True,True,1,20,20,20,18,11,220397,2834,2996,8538,9533,14106,2965,5086,6127,3509,1772,721,15,1
