,place_id,name,types,price_level,rating,user_ratings_total,lat,lng,place,neighbhood,city,provinces,opeining_days,delivery,dine_in,schoolNum,companieNum,officeNum,HotelNum,parksNum,isLoved,rated1,rated2,rated3,rated4,rated5
25,ChIJtw_Mx4wFLz4RlK2foB9ONWg,Qours Taameya Fast Food Restaurant 🌮🌭,Restaurants,,4.1,22,24.663987,46.7068285,المربع,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,19.0,17.0,20.0,10.0,1,0,0,1,2,4
26,ChIJd7LsE5YFLz4Rdbze5sQrXmM,سرافانا بافن,Restaurants,,4.0,3809,24.6641994,46.7034338,Avenue Opposite to Arab National Bank New Tower,Prince Faisal Ibn Turki Ibn Abdul Aziz,المربع,الرياض,7.0,True,True,20.0,19.0,17.0,20.0,8.0,0,1,0,0,2,2
27,ChIJdeIJJ4gELz4RFebOCQTLjYc,مطعم الحمرا,Restaurants,,3.8,1985,24.6688906,46.7089035,المربع,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,False,True,20.0,17.0,16.0,20.0,11.0,1,0,0,0,3,3
28,ChIJQ8doLKgFLz4RtSc8zFDUESM,Shapla Restaurant,Restaurants,,4.1,52,24.6711909,46.7107913,الوزارات,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,20.0,18.0,20.0,12.0,1,1,0,0,2,2
29,ChIJgSxbj4cELz4R4bsJrpDPEEs,Janata Restaurant,Restaurants,,3.6,49,24.6723542,46.7088859,الوزارات,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,19.0,16.0,20.0,12.0,1,0,0,3,0,2
30,ChIJqWYaUhEFLz4RHSzQVBl0oK8,Traditional malabar restaurant,Restaurants,,2.3,35,24.6634002,46.7040077,المربع,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,18.0,17.0,20.0,10.0,0,4,2,1,0,0
31,ChIJQcGIPZEFLz4R4vHMKSIWeW0,مطعم أكلة رايقة - Aklah Rayqah Restaurant,Restaurants,,5.0,8,24.6454969,46.6992689,الوشام,امارة منطقة الرياض,منطقة الرياض,السعودية,,True,True,20.0,20.0,14.0,15.0,8.0,1,0,0,0,0,4
32,ChIJGbE59fQELz4R_6ntEX1G2Dg,مطعم الفول,Restaurants,,4.2,145,24.6576615,46.7055735,طريق الملك فيصل,المربع,الرياض,امارة منطقة الرياض,7.0,False,True,20.0,20.0,18.0,20.0,12.0,0,0,1,1,2,2
33,ChIJCXijTRoFLz4Rf9apOxW3i7k,Indian Restaurant,Restaurants,,3.8,68,24.6302866,46.69646669999999,الامام تركي بن عبدالله بن محمد,ام سليم,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,13.0,13.0,12.0,11.0,1,2,1,1,1,0
34,ChIJb0kqDBkFLz4RoVQWxZs44Bk,Madhina Restaurant,Restaurants,,3.8,78,24.6297511,46.6930753,الامام تركي بن عبدالله بن محمد,الشميسي,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,8.0,11.0,12.0,10.0,1,1,1,1,2,3
35,ChIJmaNgDhkFLz4Rjsu1RTgXMBA,Makkah Restaurant,Restaurants,1.0,3.7,176,24.6297649,46.6932032,الامام تركي بن عبدالله بن محمد,الشميسي,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,10.0,11.0,12.0,11.0,1,0,1,0,2,5
36,ChIJf6WUWN4FLz4ROmmthz1SClA,Afghani restaurant,Restaurants,,4.7,18,24.6296282,46.6972914,العجلية,الشميسي,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,13.0,15.0,11.0,11.0,1,0,0,1,1,3
37,ChIJ-w88KhUFLz4RKnUkwrClX3c,Dhaba Restaurant,Restaurants,,0.0,0,24.6116038,46.7043599,صياح,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,6.0,8.0,4.0,8.0,0,0,0,0,0,0
38,ChIJFblXGE4FLz4RPMuqrjKkZgM,Cusina Restaurant - Shimesi,Restaurants,,3.5,33,24.6302422,46.6912567,الامام تركي بن عبدالله بن محمد,عليشة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,10.0,10.0,13.0,6.0,0,2,0,0,2,3
39,ChIJFwDwdT0FLz4RW3saqp12ulc,SALT N PEPPER RESTURANT(indian & Indonesia),Restaurants,1.0,3.5,177,24.6232227,46.6891334,سعيد بن قيس,البديعة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,6.0,6.0,11.0,9.0,1,1,0,2,1,3
40,ChIJXfq4nhEFLz4RfwSfyMW0tK4,مطعم,Restaurants,,4.1,16,24.6246824,46.6973464,الشميسي,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,8.0,15.0,12.0,11.0,0,0,0,1,0,2
41,ChIJdbf6vIEFLz4R-IaE67CSmPM,مطعم هندي,Restaurants,,3.7,170,24.6079618,46.7108882,شارع الأمير عبدالله بن عبد الرحمن بن فيصل,منفوحة الجديدة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,7.0,12.0,5.0,6.0,1,1,1,1,2,1
42,ChIJRXf8KR8FLz4RqvQuTXEGe1s,مطعم الشميسي الهندي,Restaurants,1.0,3.6,514,24.6312101,46.6921671,عليشة,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,8.0,12.0,13.0,8.0,1,0,0,3,0,5
43,ChIJdf8NnBAFLz4RH_I1sWeSunY,Al Sharq Restaurant,Restaurants,,3.9,225,24.6278892,46.6962718,الامام محمد بن سعود بن مقرن,الشميسي,الرياض,امارة منطقة الرياض,7.0,False,True,20.0,11.0,15.0,12.0,12.0,0,0,0,0,0,0
44,ChIJsXujeRoFLz4RemZGHBUg0OY,Lahori dera restaurant,Restaurants,,3.9,106,24.628376,46.6965743,الرياض,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,False,True,20.0,10.0,14.0,12.0,11.0,1,2,0,0,0,4
45,ChIJz4537BoFLz4RZTIDFAulD-k,مطعم باكستاني,Restaurants,,4.1,65,24.6300902,46.6980325,ابي الحجاج البلوي,الشميسي,الرياض,امارة منطقة الرياض,7.0,False,True,20.0,16.0,16.0,11.0,12.0,1,1,1,1,1,3
46,ChIJq5u8Z30FLz4Rs3EE1zVr8ec,Bangali Restaurant,Restaurants,,5.0,1,24.6068872,46.7105477,Al Amir Abdullah Ibn Abdul Rahman Ibn Faisal,عتيقة,الرياض,امارة منطقة الرياض,7.0,False,True,20.0,8.0,11.0,4.0,6.0,0,0,0,0,0,0
47,ChIJ_Q6R5DoFLz4RtQa9Lj-Cbe0,Khaibar Restaurant,Restaurants,,4.1,56,24.6296072,46.6972818,العجلية,الشميسي,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,13.0,15.0,11.0,11.0,1,0,0,1,1,3
48,ChIJBRlE_KYFLz4RztnQyvdS5tA,Suhail Restaurant,Restaurants,,4.2,6,24.630778,46.7118322,الديرة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,20.0,13.0,11.0,0,1,0,0,0,2
49,ChIJYaMzAuQFLz4RV3uuS_4fK8g,Matam Al-Maha & Restaurant,Restaurants,,4.5,2,24.6079631,46.710899,منفوحة الجديدة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,7.0,12.0,5.0,6.0,0,0,0,0,0,0
50,ChIJoVOgEa4FLz4RvRmWeSVnGsA,مطعم بيت المدار للاكلات الباكستانية,Restaurants,,4.0,244,24.630473,46.6982174,al nameri,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,15.0,16.0,11.0,11.0,0,1,1,1,0,5
51,ChIJTxzNkcoFLz4RuuOrE0UXjrU,Sagar Restaurant,Restaurants,,3.4,8,24.6180234,46.7015511,الشميسي,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,10.0,15.0,11.0,10.0,0,0,0,1,0,1
52,ChIJWTGiL7IFLz4Rym9S1IoZNVo,مطعم كاليكوت لايف,Restaurants,2.0,3.8,778,24.6252691,46.6869885,البديعة,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,6.0,8.0,13.0,6.0,1,2,1,0,3,3
53,ChIJgV9XnSQHLz4RXQnx5VCim3o,Food Corner (Dhaba) . مطعم ركن الطعام,Restaurants,,4.0,103,24.631467,46.7474948,الخالدية,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,20.0,11.0,0.0,3.0,0,1,0,2,3,1
54,ChIJhem-7AkGLz4RW5JC471b8nQ,Lahore Hotel,Restaurants,,4.0,879,24.6315135,46.7491317,شارع العنوز,الخالدية,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,13.0,0.0,2.0,1,4,0,1,1,0
55,ChIJeQTVZMgFLz4RGy1uEtSyduI,Muslim Restaurant,Restaurants,,2.5,4,24.6305624,46.7451109,الاصمعي,الخالدية,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,10.0,0.0,2.0,0,0,0,0,0,0
56,ChIJTQuHRuEFLz4Ri3EJNBH-qf4,Restaurant pakistani VIP,Restaurants,,3.3,4,24.6368579,46.7325555,المنابة,حي الصالحية,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,20.0,17.0,5.0,0,0,0,0,0,0
57,ChIJLaOrQSAFLz4R1IW7vr1hn3c,Nirala Restaurant,Restaurants,,4.2,20,24.6308662,46.74476139999999,REKA2839,شارع العنوز,2839,الرياض,7.0,True,True,20.0,20.0,10.0,0.0,2.0,0,1,0,0,2,3
58,ChIJtzmAeiEFLz4RBTAo3Bed-HI,3R Riya Restaurant,Restaurants,,4.2,30,24.6264484,46.7459903,الاصمعي,الخالدية,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,19.0,8.0,6.0,3.0,1,1,0,2,1,1
59,ChIJ4w9OUM8HLz4ROdNavN8uNH8,Noora Fast Food,Restaurants,,4.6,12,24.6530785,46.7530519,طريق عمر بن الخطاب,الصناعية القديمة,الرياض,امارة منطقة الرياض,7.0,True,True,14.0,20.0,9.0,1.0,2.0,0,0,0,0,0,0
60,ChIJGxuiJCwFLz4Rdx2bhK69ILg,Premium Sweets & Restaurant,Restaurants,,4.0,120,24.6306935,46.7448055,الخالدية,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,10.0,0.0,2.0,1,0,0,4,0,1
61,ChIJVXobDdkHLz4R9_Ky6JPwsvA,Butt House Restaurant,Restaurants,,4.8,28,24.6318135,46.7501798,الخالدية,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,13.0,0.0,1.0,1,0,0,0,1,6
