,place_id,name,types,price_level,rating,user_ratings_total,lat,lng,place,neighbhood,city,provinces,opeining_days,delivery,dine_in,schoolNum,companieNum,officeNum,HotelNum,parksNum,isLoved,rated1,rated2,rated3,rated4,rated5
559,ChIJbVXoL2njLj4RGNPD5v_Tgd0,وايلد فاير,Restaurants,,4.6,2157,24.7390002,46.6352375,النخيل,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,14.0,20.0,12.0,9.0,5.0,0,0,0,0,3,7
560,ChIJn27hRuIDLz4RAidEQ-rpbJU,resto,Restaurants,,4.9,53,24.6979067,46.68672429999999,العليا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,4.0,0,0,0,0,0,0
561,ChIJxVwNGiIDLz4RkI44BUIFOAQ,ISLAS Resto & Grill,Restaurants,,4.4,592,24.7064361,46.6907208,العليا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,3.0,1,2,0,0,2,2
562,ChIJaxFb5S4DLz4RD9QZZtReIkI,Mint Restaurant,Restaurants,,4.0,76,24.6933452,46.6966014,طريق الأمير سلطان بن عبدالعزيز,العليا,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,17.0,20.0,5.0,0,2,0,0,2,3
563,ChIJl_D2b2sDLz4RJjmbnaeHT-s,Anwaar Al Shawaya أنوار الشواية,Restaurants,2.0,3.8,592,24.6922506,46.6941763,طريق الأمير سلطان بن عبدالعزيز,العليا,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,6.0,1,1,0,1,2,2
564,ChIJP4PD1VoDLz4RG_-ma8C8zYU,مطعم سناكرز,Restaurants,,4.3,242,24.7054165,46.6914112,السليمانية,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,3.0,0,0,0,1,2,3
565,ChIJbWdVHCIDLz4RGc3dtmgfBPg,Urban Restaurant,Restaurants,,3.7,14,24.7059055,46.6885461,مجاشع بن مسعود,3462,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,4.0,0,1,1,0,1,3
566,ChIJIVzExE8DLz4RgUVp5AlRXV0,مطعم كلمنتينا,Restaurants,,3.6,2114,24.7052903,46.698788,السليمانية,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,False,True,20.0,20.0,15.0,20.0,3.0,0,3,2,1,0,3
567,ChIJz6fBg3EDLz4RYzStY6neLrU,ماما نورة,Restaurants,1.0,4.3,22337,24.6916263,46.70188479999999,السليمانية,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,14.0,20.0,5.0,1,0,0,0,2,6
568,ChIJkdzPVRwDLz4RFlPtFWUhN1Y,مطعم الرياض الصيني,Restaurants,2.0,3.9,1855,24.7114823,46.69700479999999,عبدالله بن رواحة,السليمانية,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,15.0,16.0,4.0,1,1,1,2,1,0
569,ChIJfTqVe3kDLz4RaO2daCmM_7c,Kook restaurant,Restaurants,,4.2,25,24.6911785,46.6910926,طريق الأمير سلطان بن عبدالعزيز,العليا,الرياض,امارة منطقة الرياض,,True,True,20.0,20.0,20.0,20.0,4.0,0,2,0,1,0,4
570,ChIJPxQUDC8OLz4RZowLiRXQb_g,Jubilee Kerala Restaura,Restaurants,,4.0,71,24.5465062,46.6773177,طريق الإمام مسلم الفرعي,المروة,الرياض,امارة منطقة الرياض,7.0,True,True,19.0,6.0,8.0,7.0,2.0,1,0,0,0,2,6
571,ChIJV0FZTOQPLz4RCZ-QGsoHAJo,Shrimp Shack شرمبشاك,Restaurants,2.0,4.8,2332,24.5352182,46.69308520000001,عندل,بدر,الرياض,امارة منطقة الرياض,7.0,True,True,16.0,8.0,4.0,4.0,3.0,0,0,0,0,0,9
572,ChIJQc4etlQRLz4RQJLKtFr6W5s,Labieh Shawerma Restaurant | شاورما لبيه,Restaurants,,4.4,475,24.546849,46.6660759,الحزم,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,13.0,6.0,5.0,8.0,2.0,1,2,0,0,2,4
573,ChIJgzcWJY8RLz4R-0HjVqWhH60,البيك,Restaurants,1.0,3.9,2747,24.5474573,46.6666888,الحزم,الرياض,امارة منطقة الرياض,منطقة الرياض,,False,True,14.0,5.0,5.0,8.0,2.0,0,1,2,0,0,3
574,ChIJgUaQ-dMRLz4RB5WnsezXLio,برغرايزر,Restaurants,2.0,4.0,880,24.546073,46.665499,طريق ديراب الفرعي,الحزم,الرياض,امارة منطقة الرياض,7.0,True,True,13.0,6.0,5.0,8.0,2.0,0,1,0,0,0,6
575,ChIJ0co34ysOLz4RX4BivDuShTc,نايف بن مسعود بن حمد العتيبي للوجبات السريعة,Restaurants,,4.2,62,24.5492155,46.674544,الامام مسلم,المروة,الرياض,امارة منطقة الرياض,7.0,True,True,17.0,4.0,6.0,7.0,1.0,1,0,0,1,2,3
576,ChIJm04fO2ERLz4Rj-_YRLVse5c,علوم الساندوتش,Restaurants,,0.0,0,24.5302595,46.6691815,Al Sahra,Al Maghribiyyah,الرياض,امارة منطقة الرياض,7.0,True,True,10.0,6.0,6.0,4.0,2.0,0,0,0,0,0,0
577,ChIJtZpCp_UPLz4Rclj3rotYC38,مطعم يرمين,Restaurants,2.0,4.5,6677,24.5452692,46.6932335,الشفا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,6.0,5.0,6.0,4.0,1,1,0,0,2,7
578,ChIJIb3YWlARLz4RkgpaCcJqL_c,Shorouq Touch,Restaurants,,0.0,0,24.5256457,46.6695687,عكاظ,الرياض,امارة منطقة الرياض,منطقة الرياض,,True,True,10.0,4.0,2.0,2.0,2.0,0,0,0,0,0,0
579,ChIJzbv7HO4RLz4RGf_ORIKUxCA,مطاعم وقت الشواية SHAWAYA Time Restaurant,Restaurants,2.0,3.4,96,24.5190593,46.6569266,عكاظ,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,11.0,3.0,2.0,2.0,1.0,0,1,0,1,0,3
580,ChIJv8DS-yQNLz4R4wfAdMIloUw,مطعم ركن السرايا طريق النفوذ,Restaurants,,3.9,52,24.5044358,46.6827139,طريق النفود,عريض,الرياض,امارة منطقة الرياض,7.0,True,True,2.0,0.0,0.0,0.0,0.0,0,3,1,1,1,3
581,ChIJc4uDr1gRLz4R7Z7-kchcMJ4,فن روائع المائده البخاري,Restaurants,,4.1,68,24.5189052,46.6568189,الرياض,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,11.0,3.0,2.0,2.0,1.0,1,0,1,1,0,6
582,ChIJZSyQXeMNLz4RvnnzE8HQWVI,مطاعم كواتم الجزيرة البخاري,Restaurants,1.0,3.6,292,24.5135102,46.68136759999999,عكاظ,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,2.0,3.0,0.0,0.0,2.0,1,1,0,2,0,4
583,ChIJnxvcd_wbLz4R5i7q8PKqWW0,"Aisha Restaurant,Indian Restaurant",Restaurants,,3.7,43,24.5885247,46.6595243,السويدي,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,3.0,2.0,2.0,4.0,1,0,1,2,2,2
584,ChIJDXkIKhkQLz4RcR3mX5C4JHw,Mama Noura ماما نورة,Restaurants,2.0,4.1,10667,24.5717542,46.6653669,شبرا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,6.0,4.0,3.0,9.0,0,1,1,0,3,4
585,ChIJbeJ01DcRLz4RHYZUVrZiT2g,مطعم الازهار اللبناني,Restaurants,2.0,4.5,47,24.5855991,46.6646332,السويدي,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,False,True,20.0,3.0,5.0,2.0,5.0,0,0,0,0,0,7
586,ChIJh3lhTKYaLz4RlsPPsHg2JNU,بوفية,Restaurants,,3.6,18,24.5887481,46.6593629,شارع البلد الأمين - حي السويدي,السويدي,الرياض,امارة منطقة الرياض,7.0,False,True,20.0,3.0,2.0,2.0,4.0,1,1,0,0,1,4
587,ChIJzSkD5BIbLz4RTRe31idJu9s,البيك,Restaurants,1.0,4.1,2372,24.5877901,46.6536948,عائشة بنت أبي بكر,السويدي,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,3.0,1.0,0.0,6.0,1,2,0,2,0,3
588,ChIJ4zkdKhIQLz4RfoN7lDmg7yo,مطعم فهد,Restaurants,,4.0,635,24.5734375,46.6553125,شارع سدير,الزهرة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,7.0,2.0,1.0,4.0,1,4,0,0,1,4
589,ChIJFfg6IA8QLz4REW9-lWmGxPo,مطعم فخر الشامية,Restaurants,2.0,4.4,2443,24.5797481,46.6588199,عائشة بنت أبي بكر,الزهرة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,6.0,3.0,2.0,6.0,1,1,0,1,0,6
590,ChIJeWIt-RIQLz4RKox-v5WXg3I,مطبخ وقرصان الوليمة,Restaurants,,4.0,71,24.572655,46.65364779999999,RIZC7283,بديع الزمان الهمذاني,حي الزهرة,الرياض,7.0,True,False,20.0,6.0,2.0,1.0,5.0,0,3,0,0,0,5
591,ChIJK3IC0sIRLz4RJfH0N3dtpWU,Boofiya Najd,Restaurants,,0.0,0,24.57468,46.6573909,ابن عبدالله,حي الزهرة,الرياض,امارة منطقة الرياض,,False,False,20.0,7.0,2.0,2.0,7.0,0,0,0,0,0,0
592,ChIJfUfEZ1oPLz4RlTO-nahhFmk,Multani restaurant,Restaurants,,4.5,4,24.5864976,46.6771359,RBDB3937,7858,سدير,شبرا,,True,True,20.0,5.0,6.0,4.0,5.0,0,0,0,0,0,0
593,ChIJ-erZ9OcPLz4R0gO8MACet60,الأذرع الذهبية,Restaurants,,4.4,280,24.5855348,46.6787222,شبرا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,5.0,7.0,4.0,8.0,1,0,1,0,0,5
594,ChIJr1xg0nIQLz4RiQ-hIRWBXVs,Suvedi Kerala Restaurant,Restaurants,1.0,4.0,441,24.5757167,46.6511615,الزهرة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,8.0,1.0,1.0,5.0,0,1,0,1,2,1
595,ChIJDab4KyERLz4RtFFhfJTzssM,New Sri Lankan Restaurant,Restaurants,,3.9,14,24.5738196,46.6455563,3543,شارع الشيخ إسحاق بن عبدالحمن بن حسن,الزهرة,الرياض,7.0,True,True,20.0,6.0,4.0,1.0,7.0,0,1,1,0,0,3
596,ChIJM-Y7hiIRLz4ROlZ7Pu_fLLY,Indian restaurant as suwaidi,Restaurants,,3.9,12,24.5734532,46.6457329,الزهرة,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,False,True,20.0,6.0,4.0,1.0,7.0,0,2,0,1,0,2
597,ChIJNQD_eqIaLz4RqpinDADBFlE,برجر كنج,Restaurants,2.0,3.8,1061,24.5902832,46.651735,الرياض,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,4.0,1.0,0.0,5.0,1,5,0,2,0,0
598,ChIJ55oCWNoRLz4RD2SxWYoE1Ow,سنشوي,Restaurants,2.0,3.9,415,24.5641689,46.64876839999999,شبرا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,7.0,2.0,1.0,5.0,1,3,0,0,1,4
599,ChIJmd9scZgaLz4R-fCtg2FsGTk,كودو,Restaurants,2.0,3.8,819,24.5906377,46.6513901,عائشة بنت أبي بكر,ظهرة البديعة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,4.0,1.0,0.0,5.0,1,0,0,1,3,4
600,ChIJFzvVFKIaLz4RZgyR3q0NQPs,مطعم قصر الهند,Restaurants,2.0,3.9,3814,24.589839,46.652046,عائشة بنت أبي بكر,ظهرة البديعة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,4.0,1.0,0.0,6.0,1,3,0,0,0,5
601,ChIJxVar11sRLz4RIvCSPb4wVXo,Mayer Dua Restaurant,Restaurants,,0.0,0,24.5769621,46.6502395,بديع الزمان الهمذاني,الزهرة,الرياض,امارة منطقة الرياض,,True,True,20.0,7.0,2.0,1.0,5.0,0,0,0,0,0,0
602,ChIJ91quqBUQLz4Rt-ARjDYAetA,بيكنت بيك هوم ريسورانت,Restaurants,,4.3,3027,24.5672358,46.6541062,شبرا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,False,True,20.0,6.0,2.0,1.0,3.0,0,0,0,1,2,5
603,ChIJo5Rf4xQFLz4RZUxtJKRCLhE,مطاعم الشراع,Restaurants,2.0,4.0,578,24.6188682,46.6926845,مسلمه بن عبدالملك,الجرادية,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,7.0,12.0,11.0,10.0,0,2,0,1,1,3
604,ChIJ34rHZSEFLz4RWX9PkhRMPWM,Plus One Pakistani Restaurant,Restaurants,,4.8,15,24.6066763,46.6908036,RBSB7090، 7090,محمد بن سليمان، 4085,سلطانة,الرياض,7.0,True,True,20.0,7.0,15.0,3.0,6.0,0,0,0,0,0,6
605,ChIJZ5-opHMFLz4RaYfS2YukuKs,مطعم البخاري,Restaurants,,3.9,121,24.6179205,46.7028547,شارع عسير,الشميسي,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,10.0,12.0,11.0,9.0,1,0,1,1,1,3
606,ChIJ0QHcr2IFLz4RgyrPYfWYD9E,LAILA CHINESE RESTAURANT,Restaurants,,4.1,18,24.6005571,46.69794419999999,السويدي العام,السويدي,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,8.0,13.0,3.0,7.0,1,1,0,1,0,4
607,ChIJRY2H-asPLz4RIkIgS2DUHvs,DINA Restaurant 2,Restaurants,,5.0,2,24.597478,46.7292974,منفوحة,الرياض,امارة منطقة الرياض,منطقة الرياض,,True,True,20.0,17.0,16.0,12.0,0.0,1,0,0,0,0,1
608,ChIJP0i6Uj0FLz4RZ2TGoQedkgQ,عالخفيف | Alkhafeef,Restaurants,2.0,4.0,281,24.6255346,46.68929410000001,البديعة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,7.0,8.0,13.0,10.0,1,2,0,1,1,3
609,ChIJCe0NUiYJLz4RwoG9UYy0SCY,NIEMA INDIAN RESTAURANT DAR AL BAIDA,Restaurants,,4.4,65,24.5633349,46.7519691,المصانع,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,18.0,19.0,8.0,3.0,4.0,0,0,0,0,0,0
610,ChIJPVvuPY0JLz4Rc2TdfOuKGHY,Bangladeshi Restaurant,Restaurants,,0.0,0,24.5626798,46.7568519,طريق الحائر,المصانع,الرياض,امارة منطقة الرياض,,True,True,20.0,18.0,8.0,4.0,5.0,0,0,0,0,0,0
611,ChIJVebd_zYJLz4RvhDhHG-MzZU,أجواء للفول والمعصوب,Restaurants,1.0,3.9,97,24.5655479,46.7552745,Al Haseer Rd,المصانع,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,19.0,8.0,7.0,5.0,1,0,0,1,1,4
612,ChIJIV25uKn_Lj4R9RaXBs9Jh9U,Mass Indian restaurant,Restaurants,,4.1,13,24.8189634,46.81277859999999,القادسية,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,11.0,14.0,4.0,20.0,6.0,0,1,1,0,0,3
613,ChIJP0jjRzH_Lj4ROVYLUNRiW30,Banglar Taj Mahal,Restaurants,,3.7,45,24.8194274,46.8124504,القادسية,الرياض,منطقة الرياض,السعودية,7.0,False,True,10.0,13.0,3.0,20.0,5.0,1,1,0,0,0,4
614,ChIJSTr3kYb_Lj4Rc5HY67mUcEg,Matam asrar restaurant,Restaurants,,4.3,8,24.8189442,46.8110562,الرياض,امارة منطقة الرياض,منطقة الرياض,السعودية,,True,True,11.0,14.0,3.0,20.0,6.0,0,0,0,0,0,0
615,ChIJ-QF0Hkn_Lj4ROiN0TEE72sE,برجر مشوي . Grill Burger,Restaurants,,3.8,28,24.8198897,46.8133004,القادسية,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,10.0,11.0,3.0,19.0,5.0,1,1,0,1,1,3
616,ChIJr3xMqHf_Lj4Rz8h2EeTzrVU,مطعم شيخ المندي,Restaurants,2.0,3.6,842,24.8345518,46.8135798,الرمال,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,8.0,14.0,4.0,6.0,2.0,0,2,1,1,1,3
617,ChIJyxHSRuwGLz4RwSpqyZz-pEY,مطاعم ومطابخ الربوة,Restaurants,2.0,4.1,2994,24.6769058,46.7704551,الصفا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,14.0,13.0,6.0,6.0,0,1,0,0,2,3
618,ChIJUygTOJkGLz4RkKr1aM4Eid4,أسماك نوارة الإسكندرية,Restaurants,2.0,4.1,2000,24.6736582,46.7533088,شارع جرير,جرير,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,18.0,8.0,3.0,9.0,1,0,1,0,0,5
619,ChIJdWo4c-sGLz4RP_TzrPHJmN0,ركن الجليل,Restaurants,1.0,4.0,3997,24.6792308,46.76917419999999,6655,شارع الأمير متعب بن عبدالعزيز,الربوة,الرياض,7.0,True,True,20.0,14.0,13.0,4.0,8.0,0,0,0,0,2,4
620,ChIJzxabTLIDLz4R-GMM3xL-xuI,Bangladesh Restaurant,Restaurants,,3.7,6,24.6825144,46.6911155,العليا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,17.0,20.0,10.0,1,1,0,0,0,1
621,ChIJIaf-pnwDLz4R0xBtYVtYy04,مطاعم بحرية,Restaurants,2.0,3.8,1755,24.6818251,46.6968814,العليا,الرياض,امارة منطقة الرياض,السعودية,7.0,True,True,20.0,20.0,16.0,20.0,12.0,0,1,0,1,2,4
622,ChIJK-Owxr0DLz4RQVnHGeOVjkM,Dish Restaurant,Restaurants,,4.5,27,24.6794997,46.6926433,شارع العليا,العليا,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,18.0,20.0,8.0,0,0,0,0,0,6
623,ChIJ85VuKPoDLz4RBW1wI4ogyHQ,ASH-TAR Restaurant,Restaurants,,0.0,0,24.6815077,46.693985,العليا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,16.0,20.0,9.0,0,0,0,0,0,0
624,ChIJ-zda4RYDLz4R96oFZWh-MtE,مطعم الكوفيّة,Restaurants,2.0,4.0,18234,24.700187,46.6916188,طريق الأمير محمد بن عبدالعزيز,العليا,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,2.0,0,0,0,0,3,7
625,ChIJDU_hitgDLz4Rqw0-nLGHvlA,مطعم تيليا,Restaurants,,4.6,377,24.6964796,46.6942542,عبدالله بن سليمان الحمدان,العليا,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,2.0,0,1,0,0,1,7
626,ChIJlYJgUxYDLz4RpaENOLfsAJs,ذا بوتشر شوب اند غريل,Restaurants,3.0,4.7,7422,24.7002944,46.6919626,العليا,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,20.0,20.0,20.0,2.0,1,0,1,0,2,6
627,ChIJKedZjCahLz4RpKQAChOQLOQ,Taj Spice - An Indian Family's Cuisine مطعم تاج التوابل الهندي العائلة,Restaurants,1.0,4.1,303,24.5608501,46.8486785,Bin Dayel Building,Old,طريق الخرج,الاسكان,7.0,True,True,20.0,5.0,4.0,0.0,7.0,1,1,0,0,2,4
628,ChIJ_xrS6eGgLz4R6ZEocvs5cdw,Chillie Master,Restaurants,2.0,3.8,501,24.5598052,46.8632575,8083,المدينة الصناعية الجديدة,الرياض,امارة منطقة الرياض,7.0,True,True,17.0,18.0,2.0,0.0,6.0,1,0,0,1,2,4
629,ChIJSwcrosmhLz4RQc69nje1ZhM,Laziz Biryani Restaurant,Restaurants,,3.6,11,24.5602111,46.8650384,المدينة الصناعية الجديدة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,16.0,19.0,2.0,0.0,4.0,0,2,0,0,0,3
630,ChIJtz350bOgLz4Ru1qvO1ozV5A,مطعم دوناس,Restaurants,2.0,3.6,1268,24.5692706,46.83767810000001,الاسكان,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,8.0,5.0,0.0,9.0,0,8,0,0,0,0
631,ChIJ5x7mjgChLz4R6SuL9u-eE3Y,Fresh Day,Restaurants,,4.3,39,24.559826,46.86384959999999,الرياض,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,16.0,18.0,2.0,0.0,6.0,1,0,0,1,1,4
632,ChIJ0TZHOQyhLz4Rw81pr9CkmUg,ASIAN RESTAURANT,Restaurants,,1.0,1,24.5606743,46.8649313,المدينة الصناعية الجديدة,الرياض,امارة منطقة الرياض,منطقة الرياض,,True,True,16.0,19.0,2.0,0.0,4.0,0,0,0,0,0,0
633,ChIJ04-SUTChLz4RD-N_FXfy2DI,SAUD M. ALSHAMRIRESTAURENT,Restaurants,,2.5,2,24.5606025,46.8649536,المدينة الصناعية الجديدة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,16.0,19.0,2.0,0.0,4.0,1,1,0,0,1,0
634,ChIJlXFjVMCgLz4RcoaDxaM06qI,مطعم وسام / مطعم سندس الرياض,Restaurants,,3.8,38,24.5596511,46.84702,Near Rabia Hospital,طيبة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,5.0,4.0,0.0,7.0,1,0,2,2,0,2
635,ChIJjazWscGgLz4RjCl3CY04GQA,مطعم ليل الخليج البخاري,Restaurants,1.0,4.1,559,24.5594707,46.8473668,طريق الخرج,طيبة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,5.0,4.0,0.0,7.0,0,0,0,1,2,3
636,ChIJFdleY8GgLz4Rd8z2wHjHVIo,الفطائر الممتازة,Restaurants,,3.7,1023,24.5614653,46.84920779999999,الاسكان,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,5.0,4.0,0.0,7.0,1,2,1,1,1,3
637,ChIJu2NHMGuhLz4Rx_TFqPYP9oI,We serve burger,Restaurants,,2.0,1,24.5692263,46.8327789,65,طيبة,الرياض,امارة منطقة الرياض,,True,True,19.0,10.0,7.0,0.0,9.0,1,0,1,0,0,0
638,ChIJQ9UiLMEHLz4RQL591tRbd1c,Chef Chefs Restaurant,Restaurants,,4.3,7,24.6991376,46.8051864,السلام,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,False,True,20.0,9.0,6.0,11.0,10.0,0,0,0,0,0,0
639,ChIJF8zWmi4BLz4Rn2riLJlsR-s,NEW MALABAR RESTAURANT,Restaurants,,4.2,25,24.717537,46.8018435,المنار,الرياض,امارة منطقة الرياض,منطقة الرياض,,True,True,20.0,9.0,6.0,4.0,11.0,0,0,1,1,0,4
640,ChIJ_Uam6KQHLz4Ri-3GfGd6igw,البيك,Restaurants,1.0,4.4,14335,24.6926925,46.81019000000001,الفيحاء,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,8.0,9.0,7.0,6.0,0,2,0,1,2,3
641,ChIJB5VbczEHLz4R2LZ8ZTDowUc,برجر كنج,Restaurants,2.0,3.8,980,24.7065263,46.79880319999999,الرياض,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,6.0,5.0,4.0,12.0,1,1,0,1,2,2
642,ChIJNQgrCHYHLz4RiNqJQ4kvJXI,Grand Indian Kitchen,Restaurants,,3.8,30,24.7000903,46.8001899,الروابي,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,6.0,7.0,12.0,11.0,0,0,0,0,0,0
643,ChIJcb-Q7gYHLz4RT6R2_zIkbv4,مطعم طاوله فطير - Tawlet Fateer Restaurant,Restaurants,,4.6,261,24.6923561,46.8104193,الفيحاء,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,8.0,9.0,7.0,6.0,0,0,0,0,0,8
644,ChIJ7-RuUDgHLz4RaA4nJaIFv5E,بيت الفطيرة الشامية,Restaurants,1.0,4.1,2247,24.7027684,46.8039851,السلام,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,7.0,6.0,8.0,10.0,0,1,0,0,1,5
645,ChIJi9w7V6EBLz4RdLN4Q96ZvFw,مطعم تاي تاي,Restaurants,,4.5,335,24.7171522,46.7910199,4942,الإمام الشافعي,الريان,الرياض,7.0,True,True,20.0,7.0,4.0,7.0,10.0,0,1,0,3,2,1
646,ChIJSzHjUHIBLz4Rq9NnYLkasNk,Kerala hotal,Restaurants,,3.7,34,24.7361161,46.8126296,2907,سعد بن ابي وقاص,النسيم الغربي,الرياض,7.0,False,True,20.0,17.0,16.0,10.0,1.0,0,0,0,3,0,2
647,ChIJr5rMT2YBLz4RFl36Mlu6PlM,نورة للاكلات الهندية,Restaurants,1.0,4.1,334,24.7251922,46.79698579999999,ابي العتاهية,المنار,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,10.0,8.0,6.0,9.0,1,0,0,0,2,4
648,ChIJG64Hx0IBLz4RaeWZhrjsGXs,Casa Blanca,Restaurants,,3.0,1,24.7184205,46.7925671,المنار,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,7.0,5.0,6.0,10.0,0,0,0,0,0,0
649,ChIJ0c6A49gALz4RHQSKc_Zo_Yk,جريل إت,Restaurants,,3.8,356,24.7212893,46.78850569999999,الإمام الشافعي,المنار,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,9.0,8.0,8.0,8.0,1,2,0,2,0,2
650,ChIJyW15RB4BLz4R4E1cqbYIVws,كودو,Restaurants,2.0,3.8,2448,24.7299924,46.7848148,طريق خريص الفرعي,الروضة,الرياض,امارة منطقة الرياض,7.0,True,True,20.0,12.0,12.0,9.0,11.0,1,5,0,0,1,1
651,ChIJpY1x9O4BLz4RRwVcFLhjKds,مي مكان,Restaurants,,4.4,265,24.7164539,46.791526,الرياض,امارة منطقة الرياض,منطقة الرياض,السعودية,7.0,True,True,20.0,7.0,3.0,5.0,9.0,1,2,0,2,2,1
652,ChIJ6bEgsMQALz4Rf3mA82upxpY,مطعم علي عبد الله علي الزهراني,Restaurants,2.0,4.0,228,24.7253094,46.7967151,ابي العتاهية,المنار,الرياض,امارة منطقة الرياض,7.0,False,True,20.0,10.0,8.0,6.0,9.0,0,1,0,0,1,5
653,ChIJO_89_1kBLz4RWfOaPEYOEEw,فطور بدون توقف,Restaurants,,3.5,1619,24.7191984,46.7892655,الريان,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,8.0,7.0,8.0,11.0,0,0,0,0,0,10
654,ChIJ80X52h4BLz4RtU0I7DgWv58,أبو جبارة,Restaurants,1.0,3.7,2053,24.7284189,46.7824821,الروضة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,12.0,10.0,11.0,10.0,0,0,1,2,0,5
655,ChIJlSWDjUkBLz4R-Qpm7n2YPSo,Redbox healthy food,Restaurants,,4.9,14,24.7263661,46.7851704,المنار,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,8.0,10.0,9.0,11.0,0,0,0,0,0,0
656,ChIJpwRJ-k0BLz4RtVF91Yw9av8,December 31 Restaurant,Restaurants,,4.2,968,24.7348052,46.7829425,الروضة,الرياض,امارة منطقة الرياض,منطقة الرياض,7.0,True,True,20.0,13.0,15.0,7.0,11.0,1,1,0,2,0,7
